configuration_id,plan_order,domain,pair,nA,nB,units,input_file,input_sha256,method,alpha,delta1,delta2,delta3,origin,attempt_path,status,validated,resource_limited,kA,kB,k,retained_A,retained_B,retained_total,solver_seconds,validation_seconds,warmup_seconds,total_seconds,peak_rss_mib,states,transitions,states_dequeued,completed_states_lower_bound,queue_size,chain_graphs_completed,graph_entered,solution_route,solver_optimality_claim,validation_status,limiting_phase,coupling_distance,coupling_feasible,raw_checkpoint_sha256,validation_proves_optimality,applicable_internal_seconds,effective_chain_cap,raw_status,supervisor_status,failure_reason,solver_time_kind,base_configuration_id,repetition,block_id,termination_reason,optional_measurement_status,configuration_sha256,raw_kA,raw_kB,raw_k,objective_consistency
protein:1o7j.a__4eca.d:a0.5|Independent continuous|repetition1,21,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent continuous,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\21\attempts\timing021_3e9572229af84000be1bfbcdb5611276,validated,True,False,16.0,18.0,18.0,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.010051700024632737,0.0028406000055838376,8.942757499986328,12.121302999992622,231.79296875,,,0,0,,0,False,independent_optimization,True,validated,,18.018355890591128,False,1b37876b854b3015c7506cfe9df02634b53e28807e908f484118456e61af32cd,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|Independent continuous,1,r1:1o7j.a__4eca.d,validated,completed,45a831036d83c7a931e5e44953b10fc062adbdbef043823b17abd3e4dd790f4e,16.0,18.0,18.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|Independent discrete|repetition1,22,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent discrete,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\22\attempts\timing022_14d0f66a20574c999bb01f8b012040f2,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.005585100007010624,0.003139199980068952,6.8263131999992765,11.025796300004004,214.71875,,,0,0,,0,False,independent_optimization,True,validated,,15.364049921814237,True,3e6d497f5def93940772814e5e9e9338e0a51f2688ba301c3c2c0fe6797ae737,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|Independent discrete,1,r1:1o7j.a__4eca.d,validated,completed,464c50f5fb79113c911318a5327be32c3e1214234ba84675dc69f4459c2f0bec,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|CPS-2F|repetition1,23,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-2F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\23\attempts\timing023_1e6f771f784047339785ff652d43d088,validated,True,False,17.0,18.0,18.0,0.7727272727272727,0.8181818181818182,0.7954545454545454,0.5070438999973703,0.002952100010588765,10.659940499986988,14.485351699986495,233.609375,2541.0,318922.0,2541,2540,0.0,2,True,configuration_graph,True,validated,,15.364049921814237,True,065983697a7b254f65a8ac8ab60fcff7dd5fd6f432abe4b90a777260621b7d2d,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|CPS-2F,1,r1:1o7j.a__4eca.d,validated,completed,47b5cd2a51313a27268e321c797fa6ed3bcbdb4ce9c929ce63ee5cd0363a3351,17.0,18.0,18.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|CPS-3F|repetition1,24,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-3F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\24\attempts\timing024_f7ae389af0384fcdaad3bc13143a16cb,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.026808700000401586,0.0033412999764550477,6.986862000019755,10.745258000009926,215.578125,109.0,638.0,109,108,0.0,2,True,configuration_graph,True,validated,,15.364049921814237,True,85081897dcec41e25d0c2ff7cd8b164632ba74c860b40d962d033a55c434550d,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|CPS-3F,1,r1:1o7j.a__4eca.d,validated,completed,fd1e5be853d5019dfafa0f6c33dd20a9a1088b939883a0b8cfd8f8829bcafdfa,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|Independent continuous|repetition1,25,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent continuous,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\25\attempts\timing025_464df60a5cad4c22bea1334b92097519,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.011045499995816499,0.0028708000027108938,10.203321900014998,13.518101199995726,230.7578125,,,0,0,,0,False,independent_optimization,True,validated,,37.12846564295379,True,095e63723efb3656e85d6ff462ec58a48a8fac3b3db7a2f476075ce84960778c,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|Independent continuous,1,r1:1o7j.a__1toh.a,validated,completed,552159f9cf711331de32b8038bd1676d9f3de255a71b6cd6acb3a725a31e6792,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|Independent discrete|repetition1,26,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent discrete,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\26\attempts\timing026_3b8406749f514c60bc2c864580a87cbe,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.005089599988423288,0.0033678000036161393,7.866370300005656,11.690987399982987,214.91015625,,,0,0,,0,False,independent_optimization,True,validated,,37.12846564295379,True,a2c3651e90c4ff40a458b0e13409df7debd3e303a33e34001084733469728c76,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|Independent discrete,1,r1:1o7j.a__1toh.a,validated,completed,1315d873c9674fc5cb8f5b9bf161c999f8650aa98349004b6863f6f229efad99,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|CPS-2F|repetition1,27,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-2F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\27\attempts\timing027_d65848d0c7744770b122ade1ff211840,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,3.577524499996798,0.0026757000014185905,11.181713099998888,18.103977699996904,236.74609375,16301.0,2930899.0,16301,16300,0.0,2,True,configuration_graph,True,validated,,37.12846564295379,True,dfa34f1f6ac0ec39c924730ce03b73af1e3ffeaa5092a0bf97ed845f9a1bc372,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|CPS-2F,1,r1:1o7j.a__1toh.a,validated,completed,ee8d782d0d6629b37bef791b050bbbfffc6d932ada58365a10f5991c8a79ba6c,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|CPS-3F|repetition1,28,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-3F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\28\attempts\timing028_0e17c5b4953949f9b36ff91551f58f2c,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.0292736999981571,0.0029556999797932804,6.434221800009254,9.850580700003775,214.609375,473.0,1887.0,473,472,0.0,2,True,configuration_graph,True,validated,,37.12846564295379,True,a377ec70c794c950b2bd9a097c229edb0b9c386e2af88d8619073e550cf23166,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|CPS-3F,1,r1:1o7j.a__1toh.a,validated,completed,59db1227b5782965dfbc64f13bf219262e15ff856cd7670bcb5fd0a00358c72f,20.0,21.0,21.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|Independent continuous|repetition1,29,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent continuous,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\29\attempts\timing029_1c6aeb0885124fc8a8163ba726cc9654,validated,True,False,4.0,16.0,16.0,0.16,0.1951219512195122,0.18691588785046728,0.12898779998067766,0.0017646999913267791,7.8750681999954395,8.668797299993457,213.25390625,,,0,0,,0,False,independent_optimization,True,validated,,720.228597506722,False,8d9594e4b7c40ce8936b9d52a357a43fa0ef2f875208cc6f1ed61bb5db31df74,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|Independent continuous,1,r1:EP111954__EP021984,validated,completed,0544b676330a70c1e8c6d6722cf3e70128294ac99c9007e09543a79f1b07d1e9,4.0,16.0,16.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|Independent discrete|repetition1,30,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent discrete,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\30\attempts\timing030_1f298cd4a6b3436686499b86a3c02b7e,validated,True,False,25.0,79.0,79.0,1.0,0.9634146341463414,0.9719626168224299,0.012915900006191805,0.012247399979969487,5.763629599998239,6.46822570002405,194.5546875,,,0,0,,0,False,independent_optimization,True,validated,,411.7453872318912,True,4cdd3c3bda34ccf73ab7e10c70dc34da31e02305757ef93273b7608570659dbe,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|Independent discrete,1,r1:EP111954__EP021984,validated,completed,2e6bdc2fa3592a67849c3f7488d8fae3e69d82b5c7dd72c97b0bc77923f96e21,25.0,79.0,79.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|CPS-2F|repetition1,31,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-2F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\31\attempts\timing031_079ba8843417470f8fe743b1d3a2698c,validated,True,False,6.0,16.0,16.0,0.24,0.1951219512195122,0.205607476635514,14.106491499987897,0.0023339999897871166,8.790207699988969,23.48405629998888,231.9140625,7341.0,5699716.0,7341,7340,0.0,2,True,configuration_graph,True,validated,,391.07954231396457,True,825c3e64c8193b396aeb19622af7698bb4f3feb3ddea2f4e5ff559a655e8fcf2,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|CPS-2F,1,r1:EP111954__EP021984,validated,completed,a330da60fee33f05f7aa07bc8cbcbc15f5777f720f9770e72879ded0fdf543f8,6.0,16.0,16.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|CPS-3F|repetition1,32,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-3F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\32\attempts\timing032_9a42a8b3f99f475f921f50e6d9ba0720,validated,True,False,25.0,79.0,79.0,1.0,0.9634146341463414,0.9719626168224299,0.06484310000087135,0.01624739999533631,6.744585599983111,7.586961100023473,194.87890625,493.0,1406.0,493,492,0.0,2,True,configuration_graph,True,validated,,411.7453872318912,True,db47bcd34cd7a125128eec9693792fc2cd3359ae73b75321c91694d62f4e1cb8,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|CPS-3F,1,r1:EP111954__EP021984,validated,completed,ff1c37d8d84679f80fc5b1aadb33f9f1e7029336f05f7c66b1aa45f2728ffe8f,25.0,79.0,79.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|Independent continuous|repetition1,33,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent continuous,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\33\attempts\timing033_3bd88b7684ea447fa4bde243ff029888,validated,True,False,12.0,10.0,12.0,0.1935483870967742,0.12345679012345678,0.15384615384615385,0.16480450000381097,0.0024389999744016677,7.937202300003264,8.748311300005298,211.5390625,,,0,0,,0,False,independent_optimization,True,validated,,2961.871080312045,True,04a557e97fb808769619c8bd610bd8ed770394787f957b9cb02257aeea75f73e,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|Independent continuous,1,r1:AL072006__AL011900,validated,completed,8d741b21cb9cccf299f33006d89e4c65a88ea8d814b8ff89f81c1a93be118921,12.0,10.0,12.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|Independent discrete|repetition1,34,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent discrete,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\34\attempts\timing034_66cb683d5f2a485d91574028b085146c,validated,True,False,60.0,75.0,75.0,0.967741935483871,0.9259259259259259,0.9440559440559441,0.02053380000870675,0.0304127000272274,5.793359100003727,6.602757599990582,194.7109375,,,0,0,,0,False,independent_optimization,True,validated,,2969.784643498885,True,d161c94bd0700502862b53e483d4abe601c33b94293dac915cef9ef5db189cb6,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|Independent discrete,1,r1:AL072006__AL011900,validated,completed,7a73687139619eb988ef129b1a00defd58f14f982f6d68a324f3b1a16abb712e,60.0,75.0,75.0,agrees_with_primary
hurricane:AL072006__AL011900:a0.5|CPS-2F|repetition1,35,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-2F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\35\attempts\timing035_4e3d313efe354c4594ff17aac3ca3a54,transition_budget_limit,False,True,,,,,,,26.5906797000207,,9.066385000012815,36.20201229999657,248.5859375,14181.0,20000001.0,2324,2323,11857.0,2,True,configuration_graph,False,not_run_no_solution,solver / configuration_graph,,,,False,55.0,800000 main,transition_budget_limit,worker_exited,product transition budget exceeded,time_to_termination,hurricane:AL072006__AL011900:a0.5|CPS-2F,1,r1:AL072006__AL011900,transition_budget_limit,,bba870ae238f35dbca02cc16a8b7c2b89c5d7ddfcecd9565af162bfafd5bf40b,,,,not_validated
hurricane:AL072006__AL011900:a0.5|CPS-3F|repetition1,36,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-3F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,new,output\paper_v1\expanded_comparison\timing_study\slots\36\attempts\timing036_ea5b72750dc64eda966a8a6669a9d1e1,validated,True,False,60.0,75.0,75.0,0.967741935483871,0.9259259259259259,0.9440559440559441,0.12982719999854453,0.02621700000599958,6.2299262000015005,7.181763300002785,195.9765625,2724.0,14141.0,2724,2723,0.0,2,True,configuration_graph,True,validated,,2969.784643498885,True,03135983c0d82c6ffd2ae69d32c1e69e4f0b6087b396dc4ddbdea8e98d82b111,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:AL072006__AL011900:a0.5|CPS-3F,1,r1:AL072006__AL011900,validated,completed,fa578e9fef73d9a9810305c7a43086380e2d4ce7c7c6d40b9f7e5ac5f0c28f88,60.0,75.0,75.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|Independent continuous|repetition1,37,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent continuous,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\37\attempts\timing037_348fd4c4bc29498eb2a8db42522cdda9,validated,True,False,5.0,7.0,7.0,0.16666666666666666,0.2413793103448276,0.2033898305084746,0.014473499992163852,0.001057099987519905,8.125448200007668,8.759973599982914,211.44140625,,,0,0,,0,False,independent_optimization,True,validated,,628.8969388779135,True,5db4cf689e6553939f1520a1c2f82ebfbab160e9940d30feabad1c83c8d6e4e2,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|Independent continuous,1,r1:EP012014__EP212006,validated,completed,ec930035c8c2f334833f41b32d1381500f3d0b7b053da1d0b4ddb1256fd56a3c,5.0,7.0,7.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|Independent discrete|repetition1,38,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent discrete,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\38\attempts\timing038_c2e1d19b946a40cfa1d18a1cca36310d,validated,True,False,28.0,27.0,28.0,0.9333333333333333,0.9310344827586207,0.9322033898305084,0.006387300003552809,0.004518300003837794,5.806186000001617,6.435890299995663,194.15234375,,,0,0,,0,False,independent_optimization,True,validated,,628.8969388779135,True,7aafac26de5db31ebebd0921f4154090ac518456593ffbe26050469339f6e211,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|Independent discrete,1,r1:EP012014__EP212006,validated,completed,02cb97ac4fca5f28fd6a71ce3e1d27ad34992d46a59edca45547cb6acbc8563e,28.0,27.0,28.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|CPS-2F|repetition1,39,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-2F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\39\attempts\timing039_1d58bc9a523a4e6d8fe5c5675fe3badd,validated,True,False,5.0,7.0,7.0,0.16666666666666666,0.2413793103448276,0.2033898305084746,1.8001885000267066,0.0015505000192206353,20.263501100009307,22.804340100003174,221.01171875,3254.0,724841.0,3254,3253,0.0,2,True,configuration_graph,True,validated,,628.8969388779135,True,b6e9484c1f419eace82eda1f4627512eb5325458bd1f9df66f3c795f74c6f4bf,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|CPS-2F,1,r1:EP012014__EP212006,validated,completed,f74ffceadf19ed201855c8bf9e4e36a58afe6f7380668feee6144348b410d62c,5.0,7.0,7.0,agrees_with_primary
hurricane:EP012014__EP212006:a0.5|CPS-3F|repetition1,40,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-3F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,new,output\paper_v1\expanded_comparison\timing_study\slots\40\attempts\timing040_e17c0a68843a465fa02d8de49eb131d7,validated,True,False,28.0,27.0,28.0,0.9333333333333333,0.9310344827586207,0.9322033898305084,0.028642100020078942,0.00535449999733828,6.044324199989205,6.991500699979952,194.65625,269.0,777.0,269,268,0.0,2,True,configuration_graph,True,validated,,628.8969388779135,True,29eef2717da889947a4c3361ae56f7a758616ec1770bd2e5fa965b15e177567c,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP012014__EP212006:a0.5|CPS-3F,1,r1:EP012014__EP212006,validated,completed,31885fe8ccc0017931c14ea3e2a1acb32bb5f36df1b7d0249f5727dede2d71c1,28.0,27.0,28.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|Independent discrete|repetition2,41,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent discrete,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\41\attempts\timing041_08d1e334250148b4b88b6880f4b9c806,validated,True,False,20.0,19.0,20.0,0.8,0.76,0.78,0.005955600005108863,0.002750999992713332,5.769841800007271,6.354025599983288,193.37109375,,,0,0,,0,False,independent_optimization,True,validated,,426.1842176844774,True,818a5ac5b843682704e871a9c90767bd673966d2c6d42effcf7553cf5256d722,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|Independent discrete,2,r2:AL031854__AL011991,validated,completed,d23da482a159c0f0ff61eb63561620c77f8fbaedc6da116db7ef894e4b4ec7e0,20.0,19.0,20.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|CPS-2F|repetition2,42,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-2F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\42\attempts\timing042_d18a2b6bd85448878d2ccba032709fd8,validated,True,False,5.0,5.0,5.0,0.2,0.2,0.2,8.125591099989833,0.0010211000044364482,8.796588700002758,17.56663009998738,223.33203125,5678.0,7076530.0,5678,5677,0.0,2,True,configuration_graph,True,validated,,426.1842176844774,True,4cd4532113c3f643c6cfac6b3406c0ee0e2cc83c69698aa30ef9812f8d0f056b,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|CPS-2F,2,r2:AL031854__AL011991,validated,completed,a72b2c7c2a4f12940e70606476e338c5889d935082f85f4b03dd81f16f8ba94d,5.0,5.0,5.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|CPS-3F|repetition2,43,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-3F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\43\attempts\timing043_091929f2c4b84236b7484b694975b242,validated,True,False,20.0,19.0,20.0,0.8,0.76,0.78,0.03585010001552291,0.0029786000086460263,6.160598199989181,6.77189350000117,194.8125,522.0,6544.0,522,521,0.0,2,True,configuration_graph,True,validated,,426.1842176844774,True,2d19133bc4bc7a8c4c0fa036ea0d877d900591f3f8471fc5546a11b856f1dcc0,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|CPS-3F,2,r2:AL031854__AL011991,validated,completed,e38c0c4b67d1c0566a36c7da38b7222a4d91a15b0c78fac6c8ad570acd0741da,20.0,19.0,20.0,agrees_with_primary
hurricane:AL031854__AL011991:a0.5|Independent continuous|repetition2,44,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent continuous,0.5,85.27599670409697,82.01596010094092,426.1842176844774,new,output\paper_v1\expanded_comparison\timing_study\slots\44\attempts\timing044_5358bd0ba1d348c784532407cfe089a5,validated,True,False,5.0,5.0,5.0,0.2,0.2,0.2,0.010371000011218712,0.0009420999849680811,8.541258400015067,9.186406399996486,211.71875,,,0,0,,0,False,independent_optimization,True,validated,,725.5714648587692,False,ae6b65231dd229ae3756caf1f2869607e9d2dd4fa7ea5849fdcc61b0e082a6dc,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:AL031854__AL011991:a0.5|Independent continuous,2,r2:AL031854__AL011991,validated,completed,ab497246d1169f631371a9ea0b99a3bd576120f8fb2a16c10417796ac07765a9,5.0,5.0,5.0,agrees_with_primary
hurricane:EP021949__EP031949:a0.5|Independent discrete|repetition2,45,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,Independent discrete,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\45\attempts\timing045_6e220ac265ab4522a3d797dacb752db0,validated,True,False,25.0,18.0,25.0,1.0,0.72,0.86,0.007275400013895705,0.0031518000178039074,5.743936800019583,6.35659450001549,193.8359375,,,0,0,,0,False,independent_optimization,True,validated,,565.3421428246969,True,5eaaf5acf569a060fe11175ab51f4c215498bcedc5b423752cc2ac10dba648cc,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|Independent discrete,2,r2:EP021949__EP031949,validated,completed,138939914f6ae5522042d23211dd8d224bb7e37b678fa1a44246cabd46c70df7,25.0,18.0,25.0,agrees_with_primary
