configuration_id,plan_order,domain,pair,nA,nB,units,input_file,input_sha256,method,alpha,delta1,delta2,delta3,origin,attempt_path,status,validated,resource_limited,kA,kB,k,retained_A,retained_B,retained_total,solver_seconds,validation_seconds,warmup_seconds,total_seconds,peak_rss_mib,states,transitions,states_dequeued,completed_states_lower_bound,queue_size,chain_graphs_completed,graph_entered,solution_route,solver_optimality_claim,validation_status,limiting_phase,coupling_distance,coupling_feasible,raw_checkpoint_sha256,validation_proves_optimality,applicable_internal_seconds,effective_chain_cap,raw_status,supervisor_status,failure_reason,solver_time_kind,base_configuration_id,repetition,block_id,termination_reason,optional_measurement_status,configuration_sha256,raw_kA,raw_kB,raw_k,objective_consistency
hurricane:EP021949__EP031949:a0.5|CPS-2F|repetition2,46,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,CPS-2F,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\46\attempts\timing046_88107b88146047538150a92cf209fbc7,validated,True,False,5.0,6.0,6.0,0.2,0.24,0.22,1.5719833999755792,0.0010742000013124198,8.80285670000012,10.993371899996419,222.87890625,2828.0,975595.0,2828,2827,0.0,2,True,configuration_graph,True,validated,,559.2493332576446,True,caa8a8824a0b899d4186edc9d310baf8e8326d893af9d8eb12b608882b262c13,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|CPS-2F,2,r2:EP021949__EP031949,validated,completed,034dfb1d4420d6dff11102ba39f67d42ad454f50f49359d9e6dc1ff349d753b9,5.0,6.0,6.0,agrees_with_primary
hurricane:EP021949__EP031949:a0.5|CPS-3F|repetition2,47,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,CPS-3F,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\47\attempts\timing047_229e01b22b014da5a1879c5da22ab554,validated,True,False,25.0,18.0,25.0,1.0,0.72,0.86,0.048412400006782264,0.004888499999651685,6.311955799988937,6.976548100006767,194.87890625,301.0,1923.0,301,300,0.0,2,True,configuration_graph,True,validated,,565.3421428246969,True,26bd04872be771ad10e6df164dd35d6218fcfd550c50c8bf54250c48254897c5,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|CPS-3F,2,r2:EP021949__EP031949,validated,completed,86444ddc84b81dd0774f69191287d7752607b97b9700d20af4c154b03ecff0f3,25.0,18.0,25.0,agrees_with_primary
hurricane:EP021949__EP031949:a0.5|Independent continuous|repetition2,48,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,Independent continuous,0.5,40.25507378715167,36.48157080151773,565.3421428246969,new,output\paper_v1\expanded_comparison\timing_study\slots\48\attempts\timing048_0061b62f345144a6bb1c4c8d33303e74,validated,True,False,5.0,5.0,5.0,0.2,0.2,0.2,0.01070300000719726,0.0009511999960523099,9.149852599977748,9.915792899992084,211.65234375,,,0,0,,0,False,independent_optimization,True,validated,,790.6098883954147,False,3c33b8cf0b1942455c8d0e23527dfad3f0f5e9354176a34567057cb367fa341b,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP021949__EP031949:a0.5|Independent continuous,2,r2:EP021949__EP031949,validated,completed,4ce2d5b73a741bc145c7130ad3ff598ecfd4bda86fce30687347b2b48ec2b19e,5.0,5.0,5.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|Independent discrete|repetition2,49,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,Independent discrete,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\49\attempts\timing049_82402c9475b542c994e0308f8177c44c,validated,True,False,20.0,19.0,20.0,0.9090909090909091,0.8636363636363636,0.8863636363636364,0.0058182000066153705,0.002421900018816814,6.211593799991533,9.393187200010289,214.69140625,,,0,0,,0,False,independent_optimization,True,validated,,47.96448297438429,True,3acdb6f751202ecabd5bf3f1a8bec63b0b1e8da0c2e699cf5c137253e6be1353,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|Independent discrete,2,r2:1o7j.a__1d9q.d,validated,completed,4f067e28ccffd2b6c21c8793db0c634fbd66b2a33be0adf87cdcc6809172a2bc,20.0,19.0,20.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|CPS-2F|repetition2,50,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,CPS-2F,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\50\attempts\timing050_55548b9a12924858b5eac2d2766166e8,validated,True,False,16.0,15.0,16.0,0.7272727272727273,0.6818181818181818,0.7045454545454546,7.010161899990635,0.002405499981250614,8.861293899972225,18.853732499992475,241.88671875,22004.0,6617064.0,22004,22003,0.0,2,True,configuration_graph,True,validated,,47.96448297438429,True,03dd5bf3a286e13215dce1f9d9dd0eae0451919337b996b280f6b095f4154a47,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|CPS-2F,2,r2:1o7j.a__1d9q.d,validated,completed,d017bb61c820cbb1b0730b3f532cf1ad76e0cd85c6fc631dad1779070273190d,16.0,15.0,16.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|CPS-3F|repetition2,51,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,CPS-3F,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\51\attempts\timing051_f591bfa4f05d408fb892311de66c3dc5,validated,True,False,20.0,19.0,20.0,0.9090909090909091,0.8636363636363636,0.8863636363636364,0.03027629997814074,0.0027599000022746623,6.27259789998061,9.665018700005021,216.05078125,669.0,3170.0,669,668,0.0,2,True,configuration_graph,True,validated,,47.96448297438429,True,76c8b609d28d5f4a75bb945fba6691ccacd3a8d479cab50966f48be0949c47d3,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|CPS-3F,2,r2:1o7j.a__1d9q.d,validated,completed,a288169b1527cb12cb669e08a7b78363d608b64a9ab76ab55694bc002e0d8066,20.0,19.0,20.0,agrees_with_primary
protein:1o7j.a__1d9q.d:a0.5|Independent continuous|repetition2,52,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,Independent continuous,0.5,9.476499139682725,10.101752088004297,47.96448297438429,new,output\paper_v1\expanded_comparison\timing_study\slots\52\attempts\timing052_44dc1fc77da94152a3c2f91297b16ebe,validated,True,False,16.0,15.0,16.0,0.7272727272727273,0.6818181818181818,0.7045454545454546,0.009896900010062382,0.002452499989885837,8.62611489999108,11.631963199994061,229.25390625,,,0,0,,0,False,independent_optimization,True,validated,,47.96448297438429,True,2fb5c235e7ac06cb15eccc47897c03c439b8dcd1551dd454ef1a40380fd0d685,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1d9q.d:a0.5|Independent continuous,2,r2:1o7j.a__1d9q.d,validated,completed,86b3a03e3414ae1a64ea0f43cc5f84c9b059cb2065f81db7b646da5d628e3c16,16.0,15.0,16.0,agrees_with_primary
protein:1o7j.a__1hfj.c:a0.5|Independent discrete|repetition2,53,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,Independent discrete,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\53\attempts\timing053_991badb6bf13459f8a76251c4adbb213,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.005102499999338761,0.0029121999978087842,5.786069599998882,8.908529700012878,214.89453125,,,0,0,,0,False,independent_optimization,True,validated,,0.9993252723713151,True,27960216d5ce8d0ec28e5a1e48fef67e6d830d3940fe1298a7f821d96582cc7a,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|Independent discrete,2,r2:1o7j.a__1hfj.c,validated,completed,ee3a6b125ae0f315486732f8ecf89864e467df44bd5ed19e8fa729c6ec22b01e,20.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1hfj.c:a0.5|CPS-2F|repetition2,54,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,CPS-2F,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\54\attempts\timing054_3084ca788d444633998d4f50a1b55dbb,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.32620630000019446,0.002203000010922551,8.797941800003173,11.964058299985481,233.265625,1273.0,168920.0,1273,1272,0.0,2,True,configuration_graph,True,validated,,0.9993252723713151,True,f16bdb1fedaea7311fa0b5cf42f950fd4d0403d33878d7b39c836e62b0ee1fda,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|CPS-2F,2,r2:1o7j.a__1hfj.c,validated,completed,ed2f52ee2ea2dd1b0826cae20ac71979a78ce704e57f15d1cf52c6b9c69417a9,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1hfj.c:a0.5|CPS-3F|repetition2,55,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,CPS-3F,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\55\attempts\timing055_0d97ca0520b6489fa260a8c48ea74133,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.028903900005389005,0.002825000003213063,6.188046700000996,9.703032600024017,216.10546875,42.0,108.0,42,41,0.0,2,True,configuration_graph,True,validated,,0.9993252723713151,True,65c91b9def98440a268b2a178f700a1be8d28639ca76e0bd4b7859400ea3deba,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|CPS-3F,2,r2:1o7j.a__1hfj.c,validated,completed,5c67210de551d75cc07c40dea0d8b5d02b8d8976556dc1bb75576d1a4ecf47e8,20.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1hfj.c:a0.5|Independent continuous|repetition2,56,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,Independent continuous,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,new,output\paper_v1\expanded_comparison\timing_study\slots\56\attempts\timing056_6511efc3b975490f82acc666fe763e33,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.00981409999076277,0.0024329000152647495,8.586135799996555,11.572767200006638,230.4375,,,0,0,,0,False,independent_optimization,True,validated,,0.9993252723713151,True,6881cb65901172456806f1f8eecae3db1ed7dc11923e5a632486b9c7cb18b2fc,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1hfj.c:a0.5|Independent continuous,2,r2:1o7j.a__1hfj.c,validated,completed,5564c8da038a437ac86488a32d9c057183f7b1daf0bc3d517365f973d2d3b21c,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|Independent discrete|repetition2,57,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,Independent discrete,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\57\attempts\timing057_d405a7c2f66c4345878b1a35fca03348,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.007182400004239753,0.0026251999952364713,5.770991400000639,8.964314700016985,214.88671875,,,0,0,,0,False,independent_optimization,True,validated,,35.978995691931146,True,6b0aef3d01a848afd98f63604cd0947431f9df85abda455aa834b8a65ee5901a,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|Independent discrete,2,r2:1o7j.a__1qd1.b,validated,completed,230ef1680740350c4ad2f0aab73c513bb77da53ba75d6f13bcdf4dd0249eba30,20.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|CPS-2F|repetition2,58,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,CPS-2F,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\58\attempts\timing058_c77ab514d8e846fc97c8c173e5219c68,validated,True,False,16.0,20.0,20.0,0.7272727272727273,0.9090909090909091,0.8181818181818182,4.0284270999836735,0.0031851000094320625,8.891039999987697,15.914823499973863,238.234375,18848.0,3486971.0,18848,18847,0.0,2,True,configuration_graph,True,validated,,35.978995691931146,True,a1a75bbe1cfb99ec05afdf8e62407de03511ec984a1a786cb527060d31e0653c,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|CPS-2F,2,r2:1o7j.a__1qd1.b,validated,completed,f9572057a92b301c3a3e931ccd7834ea7691e6c35a47948130ac036d1d9bfd73,16.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|CPS-3F|repetition2,59,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,CPS-3F,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\59\attempts\timing059_672b86c301fa434abac160bd77d0667e,validated,True,False,20.0,20.0,20.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.03431519999867305,0.003528300003381446,6.49499300000025,10.545391999999993,215.23046875,563.0,2448.0,563,562,0.0,2,True,configuration_graph,True,validated,,35.978995691931146,True,6ca175132a57a8043336777f4867987f49088bfdbc42f700b66057d82216ce6f,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|CPS-3F,2,r2:1o7j.a__1qd1.b,validated,completed,37fdff24cdd75b2735ec40e7986cf7709d8ee56decf5db7e484707c44f77d86e,20.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__1qd1.b:a0.5|Independent continuous|repetition2,60,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,Independent continuous,0.5,9.476499139682725,10.890797290213742,35.978995691931146,new,output\paper_v1\expanded_comparison\timing_study\slots\60\attempts\timing060_a5cae24be9bc42a4af9dc47f03053d8c,validated,True,False,16.0,20.0,20.0,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.010337799991248176,0.0029326000076252967,8.951574799983064,12.069417699996848,229.58984375,,,0,0,,0,False,independent_optimization,True,validated,,35.978995691931146,True,d136997b7feb8b296410c3f55f1444eac660d1e322bb36298ae77af5c5c2c988,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1qd1.b:a0.5|Independent continuous,2,r2:1o7j.a__1qd1.b,validated,completed,7494698265a630e4d0d5a8f2514c944aa4b836de1fa95bf9c54da0544c20e477,16.0,20.0,20.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|Independent discrete|repetition2,61,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent discrete,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\61\attempts\timing061_2c4c7249321b4924938fdf8d2f2f877d,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.006147900014184415,0.003182299988111481,5.880044999998063,9.058958799985703,214.546875,,,0,0,,0,False,independent_optimization,True,validated,,15.364049921814237,True,5768c90adab2d89eb7fa2b31036ca1c25d7ebb80c2ec52789660269ad8fc28fd,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|Independent discrete,2,r2:1o7j.a__4eca.d,validated,completed,e3f2e0a47aeba159eeccc04b162da65196de3aab6c3747b60599081b37e2d83e,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|CPS-2F|repetition2,62,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-2F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\62\attempts\timing062_d650f9a8174d4523bb3b07ab5d10ef9f,validated,True,False,17.0,18.0,18.0,0.7727272727272727,0.8181818181818182,0.7954545454545454,0.4024850999994669,0.0025274999788962305,8.843953100004,12.043868800014025,233.88671875,2541.0,318922.0,2541,2540,0.0,2,True,configuration_graph,True,validated,,15.364049921814237,True,bc7092abccca3b238040bd7ebe354c2bc03c9f68b8e857151771a357a3e6ea6a,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|CPS-2F,2,r2:1o7j.a__4eca.d,validated,completed,9a577439d812968757cb8ce8b85fc158322ce514e655a856af495e69fe89abde,17.0,18.0,18.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|CPS-3F|repetition2,63,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-3F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\63\attempts\timing063_5877ae604c004791a4a98e15c9975a57,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.02530300000216812,0.0028315000236034393,6.209396499994909,9.626954400009708,215.20703125,109.0,638.0,109,108,0.0,2,True,configuration_graph,True,validated,,15.364049921814237,True,32ce5a688132dce771f2f7dad726e6bb319595434ab2db16966ae9af5bba0351,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|CPS-3F,2,r2:1o7j.a__4eca.d,validated,completed,3e8e61c46adcf6ce2b42e9c53f958e2a56e2829ee04d459791f95508b3fbd339,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__4eca.d:a0.5|Independent continuous|repetition2,64,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent continuous,0.5,9.476499139682725,8.78100160685718,15.364049921814237,new,output\paper_v1\expanded_comparison\timing_study\slots\64\attempts\timing064_b9761a4dba4c42be86681b537a68d7ae,validated,True,False,16.0,18.0,18.0,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.009739399974932894,0.002707899984670803,8.686307199997827,12.471774499979801,229.984375,,,0,0,,0,False,independent_optimization,True,validated,,18.018355890591128,False,d32c799658ea77d99fd38c7039efd72d0ea74f60fb3873ba6d6e90fe01e42370,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__4eca.d:a0.5|Independent continuous,2,r2:1o7j.a__4eca.d,validated,completed,28c2fd9a1eb48ad7f9ddd4cce2cd21b656a7b1fcf0edbe57cf9566593e2969dc,16.0,18.0,18.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|Independent discrete|repetition2,65,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent discrete,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\65\attempts\timing065_8f3bc7bb9925483694b185daeb85314b,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.005803599982755259,0.002956000011181459,5.855625299998792,9.161327600013465,214.46875,,,0,0,,0,False,independent_optimization,True,validated,,37.12846564295379,True,76e328055aa59cb54bc02aa56b24d477dace6fc278e218d3070f273fc6159efe,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|Independent discrete,2,r2:1o7j.a__1toh.a,validated,completed,f149cace49f89c5026a2394c2d2a52d7400375a5e2e341040a2d10a02e6f04f0,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|CPS-2F|repetition2,66,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-2F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\66\attempts\timing066_b98dd966c5604a43ae5d44d415809de6,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,2.9893426000198815,0.002597699989564717,8.900754600006621,14.892890799994348,236.85546875,16301.0,2930899.0,16301,16300,0.0,2,True,configuration_graph,True,validated,,37.12846564295379,True,ff25e67819b92e24cb9501d35e5b1a5c9e5a1212cabc0bd18a1138355be4b4e3,False,55.0,800000 main,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|CPS-2F,2,r2:1o7j.a__1toh.a,validated,completed,022af43887c06a83b06da6211f7f4be085ba7ef40949e1aab02836b136f9b874,16.0,16.0,16.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|CPS-3F|repetition2,67,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-3F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\67\attempts\timing067_1d6d2e6354df4fd4930be5e002581929,validated,True,False,20.0,21.0,21.0,0.9090909090909091,0.9545454545454546,0.9318181818181818,0.029750400019111112,0.0028599000070244074,6.377451100008329,9.817272499989485,215.12109375,473.0,1887.0,473,472,0.0,2,True,configuration_graph,True,validated,,37.12846564295379,True,c04087a597e64e1fff7f6145cd5fb445312d40506c42846a507348a8b73077de,False,55.0,800000 main; 2000000 preprocessing,optimal_configuration_graph,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|CPS-3F,2,r2:1o7j.a__1toh.a,validated,completed,27775fab24c17d8d87abb859bb723722beae337f6e7d7991e9d851d765e63ef5,20.0,21.0,21.0,agrees_with_primary
protein:1o7j.a__1toh.a:a0.5|Independent continuous|repetition2,68,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent continuous,0.5,9.476499139682725,10.346278485309295,37.12846564295379,new,output\paper_v1\expanded_comparison\timing_study\slots\68\attempts\timing068_180ea4c21e2d45a28f7982fd572e6d81,validated,True,False,16.0,16.0,16.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.010553999978583306,0.002330399991478771,8.620353599981172,11.636280100006843,229.640625,,,0,0,,0,False,independent_optimization,True,validated,,37.12846564295379,True,3a2790de950de12d019ff8bf4fa5330765a7d06f3cd47a561f18c112e312713f,False,,N/A,optimal_independent_baseline,worker_exited,,solution_return,protein:1o7j.a__1toh.a:a0.5|Independent continuous,2,r2:1o7j.a__1toh.a,validated,completed,3d82602f8c6c85c17a319f0aff53f0449a25f6ed700067e16c1cb0eb3751d04e,16.0,16.0,16.0,agrees_with_primary
hurricane:EP111954__EP021984:a0.5|Independent discrete|repetition2,69,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent discrete,0.5,62.59116991555275,21.5881714404469,411.7453872318912,new,output\paper_v1\expanded_comparison\timing_study\slots\69\attempts\timing069_e11d2c5fcd5f4ac0a336ccbd603ede94,validated,True,False,25.0,79.0,79.0,1.0,0.9634146341463414,0.9719626168224299,0.01252849999582395,0.01169290000689216,5.802602100011427,6.536638299992774,194.875,,,0,0,,0,False,independent_optimization,True,validated,,411.7453872318912,True,14693408bdf7ffbfbf7a51c4cc2f705646edc4f9ce2653552fcdc29daa90e18d,False,,2000000 default,optimal_independent_baseline,worker_exited,,solution_return,hurricane:EP111954__EP021984:a0.5|Independent discrete,2,r2:EP111954__EP021984,validated,completed,c8703fa4c185fdacb6515467cf71caad8f793cdc8cbf98f3800289ba6acb1379,25.0,79.0,79.0,agrees_with_primary
