configuration_id,plan_order,domain,pair,nA,nB,units,input_file,input_sha256,method,alpha,delta1,delta2,delta3,base_configuration_id,repetition,block_id,reuse_path
protein:1o7j.a__4eca.d:a0.5|Independent discrete|repetition2,61,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent discrete,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|Independent discrete,2,r2:1o7j.a__4eca.d,
protein:1o7j.a__4eca.d:a0.5|CPS-2F|repetition2,62,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-2F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|CPS-2F,2,r2:1o7j.a__4eca.d,
protein:1o7j.a__4eca.d:a0.5|CPS-3F|repetition2,63,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-3F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|CPS-3F,2,r2:1o7j.a__4eca.d,
protein:1o7j.a__4eca.d:a0.5|Independent continuous|repetition2,64,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent continuous,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|Independent continuous,2,r2:1o7j.a__4eca.d,
protein:1o7j.a__1toh.a:a0.5|Independent discrete|repetition2,65,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent discrete,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|Independent discrete,2,r2:1o7j.a__1toh.a,
protein:1o7j.a__1toh.a:a0.5|CPS-2F|repetition2,66,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-2F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|CPS-2F,2,r2:1o7j.a__1toh.a,
protein:1o7j.a__1toh.a:a0.5|CPS-3F|repetition2,67,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-3F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|CPS-3F,2,r2:1o7j.a__1toh.a,
protein:1o7j.a__1toh.a:a0.5|Independent continuous|repetition2,68,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent continuous,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|Independent continuous,2,r2:1o7j.a__1toh.a,
hurricane:EP111954__EP021984:a0.5|Independent discrete|repetition2,69,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent discrete,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|Independent discrete,2,r2:EP111954__EP021984,
hurricane:EP111954__EP021984:a0.5|CPS-2F|repetition2,70,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-2F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|CPS-2F,2,r2:EP111954__EP021984,
hurricane:EP111954__EP021984:a0.5|CPS-3F|repetition2,71,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-3F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|CPS-3F,2,r2:EP111954__EP021984,
hurricane:EP111954__EP021984:a0.5|Independent continuous|repetition2,72,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent continuous,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|Independent continuous,2,r2:EP111954__EP021984,
hurricane:AL072006__AL011900:a0.5|Independent discrete|repetition2,73,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent discrete,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|Independent discrete,2,r2:AL072006__AL011900,
hurricane:AL072006__AL011900:a0.5|CPS-2F|repetition2,74,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-2F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|CPS-2F,2,r2:AL072006__AL011900,
hurricane:AL072006__AL011900:a0.5|CPS-3F|repetition2,75,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-3F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|CPS-3F,2,r2:AL072006__AL011900,
hurricane:AL072006__AL011900:a0.5|Independent continuous|repetition2,76,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent continuous,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|Independent continuous,2,r2:AL072006__AL011900,
hurricane:EP012014__EP212006:a0.5|Independent discrete|repetition2,77,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent discrete,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|Independent discrete,2,r2:EP012014__EP212006,
hurricane:EP012014__EP212006:a0.5|CPS-2F|repetition2,78,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-2F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|CPS-2F,2,r2:EP012014__EP212006,
hurricane:EP012014__EP212006:a0.5|CPS-3F|repetition2,79,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-3F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|CPS-3F,2,r2:EP012014__EP212006,
hurricane:EP012014__EP212006:a0.5|Independent continuous|repetition2,80,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent continuous,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|Independent continuous,2,r2:EP012014__EP212006,
hurricane:AL031854__AL011991:a0.5|CPS-2F|repetition3,81,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-2F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,hurricane:AL031854__AL011991:a0.5|CPS-2F,3,r3:AL031854__AL011991,
hurricane:AL031854__AL011991:a0.5|CPS-3F|repetition3,82,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-3F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,hurricane:AL031854__AL011991:a0.5|CPS-3F,3,r3:AL031854__AL011991,
hurricane:AL031854__AL011991:a0.5|Independent continuous|repetition3,83,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent continuous,0.5,85.27599670409697,82.01596010094092,426.1842176844774,hurricane:AL031854__AL011991:a0.5|Independent continuous,3,r3:AL031854__AL011991,
hurricane:AL031854__AL011991:a0.5|Independent discrete|repetition3,84,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent discrete,0.5,85.27599670409697,82.01596010094092,426.1842176844774,hurricane:AL031854__AL011991:a0.5|Independent discrete,3,r3:AL031854__AL011991,
hurricane:EP021949__EP031949:a0.5|CPS-2F|repetition3,85,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,CPS-2F,0.5,40.25507378715167,36.48157080151773,565.3421428246969,hurricane:EP021949__EP031949:a0.5|CPS-2F,3,r3:EP021949__EP031949,
hurricane:EP021949__EP031949:a0.5|CPS-3F|repetition3,86,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,CPS-3F,0.5,40.25507378715167,36.48157080151773,565.3421428246969,hurricane:EP021949__EP031949:a0.5|CPS-3F,3,r3:EP021949__EP031949,
hurricane:EP021949__EP031949:a0.5|Independent continuous|repetition3,87,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,Independent continuous,0.5,40.25507378715167,36.48157080151773,565.3421428246969,hurricane:EP021949__EP031949:a0.5|Independent continuous,3,r3:EP021949__EP031949,
hurricane:EP021949__EP031949:a0.5|Independent discrete|repetition3,88,hurricane,EP021949__EP031949,25,25,projected km,output\paper_v1\inputs\hurricane_EP021949__EP031949.npz,bcd3a853b05dd5540a9e285ac6217db9ad9779bf00b033a2869181b105033790,Independent discrete,0.5,40.25507378715167,36.48157080151773,565.3421428246969,hurricane:EP021949__EP031949:a0.5|Independent discrete,3,r3:EP021949__EP031949,
protein:1o7j.a__1d9q.d:a0.5|CPS-2F|repetition3,89,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,CPS-2F,0.5,9.476499139682725,10.101752088004297,47.96448297438429,protein:1o7j.a__1d9q.d:a0.5|CPS-2F,3,r3:1o7j.a__1d9q.d,
protein:1o7j.a__1d9q.d:a0.5|CPS-3F|repetition3,90,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,CPS-3F,0.5,9.476499139682725,10.101752088004297,47.96448297438429,protein:1o7j.a__1d9q.d:a0.5|CPS-3F,3,r3:1o7j.a__1d9q.d,
protein:1o7j.a__1d9q.d:a0.5|Independent continuous|repetition3,91,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,Independent continuous,0.5,9.476499139682725,10.101752088004297,47.96448297438429,protein:1o7j.a__1d9q.d:a0.5|Independent continuous,3,r3:1o7j.a__1d9q.d,
protein:1o7j.a__1d9q.d:a0.5|Independent discrete|repetition3,92,protein,1o7j.a__1d9q.d,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1d9q.d.npz,6da737c8ea96bfb47844846e5920c7268988254098012fbdabfcb166eda79bc3,Independent discrete,0.5,9.476499139682725,10.101752088004297,47.96448297438429,protein:1o7j.a__1d9q.d:a0.5|Independent discrete,3,r3:1o7j.a__1d9q.d,
protein:1o7j.a__1hfj.c:a0.5|CPS-2F|repetition3,93,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,CPS-2F,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,protein:1o7j.a__1hfj.c:a0.5|CPS-2F,3,r3:1o7j.a__1hfj.c,
protein:1o7j.a__1hfj.c:a0.5|CPS-3F|repetition3,94,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,CPS-3F,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,protein:1o7j.a__1hfj.c:a0.5|CPS-3F,3,r3:1o7j.a__1hfj.c,
protein:1o7j.a__1hfj.c:a0.5|Independent continuous|repetition3,95,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,Independent continuous,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,protein:1o7j.a__1hfj.c:a0.5|Independent continuous,3,r3:1o7j.a__1hfj.c,
protein:1o7j.a__1hfj.c:a0.5|Independent discrete|repetition3,96,protein,1o7j.a__1hfj.c,22,22,angstrom,output\paper_v1\inputs\protein_1o7j.a__1hfj.c.npz,7b773f6fd281824e25d8e444c9a70b1ca04a33b497237bdb6ee4b0605a6d1365,Independent discrete,0.5,9.476499139682725,9.537881702673165,0.9993252723713152,protein:1o7j.a__1hfj.c:a0.5|Independent discrete,3,r3:1o7j.a__1hfj.c,
protein:1o7j.a__1qd1.b:a0.5|CPS-2F|repetition3,97,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,CPS-2F,0.5,9.476499139682725,10.890797290213742,35.978995691931146,protein:1o7j.a__1qd1.b:a0.5|CPS-2F,3,r3:1o7j.a__1qd1.b,
protein:1o7j.a__1qd1.b:a0.5|CPS-3F|repetition3,98,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,CPS-3F,0.5,9.476499139682725,10.890797290213742,35.978995691931146,protein:1o7j.a__1qd1.b:a0.5|CPS-3F,3,r3:1o7j.a__1qd1.b,
protein:1o7j.a__1qd1.b:a0.5|Independent continuous|repetition3,99,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,Independent continuous,0.5,9.476499139682725,10.890797290213742,35.978995691931146,protein:1o7j.a__1qd1.b:a0.5|Independent continuous,3,r3:1o7j.a__1qd1.b,
protein:1o7j.a__1qd1.b:a0.5|Independent discrete|repetition3,100,protein,1o7j.a__1qd1.b,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1qd1.b.npz,ee71f8b3980b2ceeb3dfe43be7b165082559212dfed03bb475480ffc13dfaa10,Independent discrete,0.5,9.476499139682725,10.890797290213742,35.978995691931146,protein:1o7j.a__1qd1.b:a0.5|Independent discrete,3,r3:1o7j.a__1qd1.b,
protein:1o7j.a__4eca.d:a0.5|CPS-2F|repetition3,101,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-2F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|CPS-2F,3,r3:1o7j.a__4eca.d,
protein:1o7j.a__4eca.d:a0.5|CPS-3F|repetition3,102,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,CPS-3F,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|CPS-3F,3,r3:1o7j.a__4eca.d,
protein:1o7j.a__4eca.d:a0.5|Independent continuous|repetition3,103,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent continuous,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|Independent continuous,3,r3:1o7j.a__4eca.d,
protein:1o7j.a__4eca.d:a0.5|Independent discrete|repetition3,104,protein,1o7j.a__4eca.d,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__4eca.d.npz,926bd75812d2daa4cb742c7dbd881611b05dc2d93343e85c35a1267077868b86,Independent discrete,0.5,9.476499139682725,8.78100160685718,15.364049921814237,protein:1o7j.a__4eca.d:a0.5|Independent discrete,3,r3:1o7j.a__4eca.d,
protein:1o7j.a__1toh.a:a0.5|CPS-2F|repetition3,105,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-2F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|CPS-2F,3,r3:1o7j.a__1toh.a,
protein:1o7j.a__1toh.a:a0.5|CPS-3F|repetition3,106,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,CPS-3F,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|CPS-3F,3,r3:1o7j.a__1toh.a,
protein:1o7j.a__1toh.a:a0.5|Independent continuous|repetition3,107,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent continuous,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|Independent continuous,3,r3:1o7j.a__1toh.a,
protein:1o7j.a__1toh.a:a0.5|Independent discrete|repetition3,108,protein,1o7j.a__1toh.a,22,22,angstrom,output\paper_v1\expanded_comparison\inputs\protein_1o7j.a__1toh.a.npz,5e6a2b9a37b78ae69edb4d6f22281db5d47f278893cbaca092fc6164e9b8337e,Independent discrete,0.5,9.476499139682725,10.346278485309295,37.12846564295379,protein:1o7j.a__1toh.a:a0.5|Independent discrete,3,r3:1o7j.a__1toh.a,
hurricane:EP111954__EP021984:a0.5|CPS-2F|repetition3,109,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-2F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|CPS-2F,3,r3:EP111954__EP021984,
hurricane:EP111954__EP021984:a0.5|CPS-3F|repetition3,110,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,CPS-3F,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|CPS-3F,3,r3:EP111954__EP021984,
hurricane:EP111954__EP021984:a0.5|Independent continuous|repetition3,111,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent continuous,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|Independent continuous,3,r3:EP111954__EP021984,
hurricane:EP111954__EP021984:a0.5|Independent discrete|repetition3,112,hurricane,EP111954__EP021984,25,82,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP111954__EP021984.npz,f6f69328452dbeb2c9b701abdb3760ce7a95f9de1a53ed1dcbd1261aa4023d20,Independent discrete,0.5,62.59116991555275,21.5881714404469,411.7453872318912,hurricane:EP111954__EP021984:a0.5|Independent discrete,3,r3:EP111954__EP021984,
hurricane:AL072006__AL011900:a0.5|CPS-2F|repetition3,113,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-2F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|CPS-2F,3,r3:AL072006__AL011900,
hurricane:AL072006__AL011900:a0.5|CPS-3F|repetition3,114,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,CPS-3F,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|CPS-3F,3,r3:AL072006__AL011900,
hurricane:AL072006__AL011900:a0.5|Independent continuous|repetition3,115,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent continuous,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|Independent continuous,3,r3:AL072006__AL011900,
hurricane:AL072006__AL011900:a0.5|Independent discrete|repetition3,116,hurricane,AL072006__AL011900,62,81,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_AL072006__AL011900.npz,d1c7ae57c312b1c5a78b6a809f85412f79e79e9cffd6209bda018544b7cd301f,Independent discrete,0.5,83.40813893161072,81.15849951823131,2969.784643498885,hurricane:AL072006__AL011900:a0.5|Independent discrete,3,r3:AL072006__AL011900,
hurricane:EP012014__EP212006:a0.5|CPS-2F|repetition3,117,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-2F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|CPS-2F,3,r3:EP012014__EP212006,
hurricane:EP012014__EP212006:a0.5|CPS-3F|repetition3,118,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,CPS-3F,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|CPS-3F,3,r3:EP012014__EP212006,
hurricane:EP012014__EP212006:a0.5|Independent continuous|repetition3,119,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent continuous,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|Independent continuous,3,r3:EP012014__EP212006,
hurricane:EP012014__EP212006:a0.5|Independent discrete|repetition3,120,hurricane,EP012014__EP212006,30,29,projected km,output\paper_v1\expanded_comparison\inputs\hurricane_EP012014__EP212006.npz,b1ea8828119b71374fb3be9b07b5e3d7cd5ed7f81701351d279a01dd32677ddf,Independent discrete,0.5,22.088133009069068,20.773394823842597,628.8969388779135,hurricane:EP012014__EP212006:a0.5|Independent discrete,3,r3:EP012014__EP212006,
