domain,pair,nA,nB,units,input_file,input_sha256,delta1,delta2,delta3,eligible,blocked_reason,stratum,size_quartile,ratio_group,selection_order,plan_order,configuration_id,alpha,method,reuse_path,configuration_json
hurricane,EP101985__EP151985,37,38,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP101985__EP151985.npz,198a2064c5a3b34d6c35ed1796113bb59541fac26e1f7574831025b960c8a87f,47.80687237861397,51.042034331067995,406.85909889789855,True,,Q3_balanced,3,balanced,3,11,hurricane:EP101985__EP151985:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP101985__EP151985"", ""case"": ""hurricane:EP101985__EP151985:a0.5"", ""nA"": 37, ""nB"": 38, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 95.61374475722793, ""s_B"": 102.08406866213599, ""delta1"": 47.80687237861397, ""delta2"": 51.042034331067995, ""delta3"": 406.85909889789855, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP101985__EP151985.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_11"", ""certificate"": false, ""input_sha256"": ""198a2064c5a3b34d6c35ed1796113bb59541fac26e1f7574831025b960c8a87f"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP101985__EP151985:a0.5|Independent continuous""}"
hurricane,EP101985__EP151985,37,38,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP101985__EP151985.npz,198a2064c5a3b34d6c35ed1796113bb59541fac26e1f7574831025b960c8a87f,47.80687237861397,51.042034331067995,406.85909889789855,True,,Q3_balanced,3,balanced,3,12,hurricane:EP101985__EP151985:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP101985__EP151985"", ""case"": ""hurricane:EP101985__EP151985:a0.5"", ""nA"": 37, ""nB"": 38, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 95.61374475722793, ""s_B"": 102.08406866213599, ""delta1"": 47.80687237861397, ""delta2"": 51.042034331067995, ""delta3"": 406.85909889789855, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP101985__EP151985.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_12"", ""certificate"": false, ""input_sha256"": ""198a2064c5a3b34d6c35ed1796113bb59541fac26e1f7574831025b960c8a87f"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP101985__EP151985:a0.5|Independent discrete""}"
hurricane,EP031965__EP141991,25,42,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031965__EP141991.npz,5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf,48.708645368633796,35.45293164546874,434.6913296711127,True,,Q3_unequal,3,unequal,4,13,hurricane:EP031965__EP141991:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP031965__EP141991"", ""case"": ""hurricane:EP031965__EP141991:a0.5"", ""nA"": 25, ""nB"": 42, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 97.41729073726759, ""s_B"": 70.90586329093748, ""delta1"": 48.708645368633796, ""delta2"": 35.45293164546874, ""delta3"": 434.6913296711127, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031965__EP141991.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_13"", ""certificate"": false, ""input_sha256"": ""5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031965__EP141991:a0.5|CPS-3F""}"
hurricane,EP031965__EP141991,25,42,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031965__EP141991.npz,5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf,48.708645368633796,35.45293164546874,434.6913296711127,True,,Q3_unequal,3,unequal,4,14,hurricane:EP031965__EP141991:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP031965__EP141991"", ""case"": ""hurricane:EP031965__EP141991:a0.5"", ""nA"": 25, ""nB"": 42, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 97.41729073726759, ""s_B"": 70.90586329093748, ""delta1"": 48.708645368633796, ""delta2"": 35.45293164546874, ""delta3"": 434.6913296711127, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031965__EP141991.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_14"", ""certificate"": false, ""input_sha256"": ""5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031965__EP141991:a0.5|Independent continuous""}"
hurricane,EP031965__EP141991,25,42,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031965__EP141991.npz,5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf,48.708645368633796,35.45293164546874,434.6913296711127,True,,Q3_unequal,3,unequal,4,15,hurricane:EP031965__EP141991:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP031965__EP141991"", ""case"": ""hurricane:EP031965__EP141991:a0.5"", ""nA"": 25, ""nB"": 42, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 97.41729073726759, ""s_B"": 70.90586329093748, ""delta1"": 48.708645368633796, ""delta2"": 35.45293164546874, ""delta3"": 434.6913296711127, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031965__EP141991.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_15"", ""certificate"": false, ""input_sha256"": ""5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031965__EP141991:a0.5|Independent discrete""}"
hurricane,EP031965__EP141991,25,42,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP031965__EP141991.npz,5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf,48.708645368633796,35.45293164546874,434.6913296711127,True,,Q3_unequal,3,unequal,4,16,hurricane:EP031965__EP141991:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""EP031965__EP141991"", ""case"": ""hurricane:EP031965__EP141991:a0.5"", ""nA"": 25, ""nB"": 42, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 97.41729073726759, ""s_B"": 70.90586329093748, ""delta1"": 48.708645368633796, ""delta2"": 35.45293164546874, ""delta3"": 434.6913296711127, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP031965__EP141991.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_16"", ""certificate"": false, ""input_sha256"": ""5f0259d773d05eb0b0d9aa87bec1a403edc2ebe426ac37986dc304fb3a2b70cf"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP031965__EP141991:a0.5|CPS-2F""}"
hurricane,AL061921__AL101926,43,57,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL061921__AL101926.npz,075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638,58.88759553114429,62.830460127712165,1227.852607303796,True,,Q4_balanced,4,balanced,5,17,hurricane:AL061921__AL101926:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""AL061921__AL101926"", ""case"": ""hurricane:AL061921__AL101926:a0.5"", ""nA"": 43, ""nB"": 57, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 117.77519106228858, ""s_B"": 125.66092025542433, ""delta1"": 58.88759553114429, ""delta2"": 62.830460127712165, ""delta3"": 1227.852607303796, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL061921__AL101926.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_17"", ""certificate"": false, ""input_sha256"": ""075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL061921__AL101926:a0.5|Independent continuous""}"
hurricane,AL061921__AL101926,43,57,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL061921__AL101926.npz,075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638,58.88759553114429,62.830460127712165,1227.852607303796,True,,Q4_balanced,4,balanced,5,18,hurricane:AL061921__AL101926:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""AL061921__AL101926"", ""case"": ""hurricane:AL061921__AL101926:a0.5"", ""nA"": 43, ""nB"": 57, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 117.77519106228858, ""s_B"": 125.66092025542433, ""delta1"": 58.88759553114429, ""delta2"": 62.830460127712165, ""delta3"": 1227.852607303796, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL061921__AL101926.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_18"", ""certificate"": false, ""input_sha256"": ""075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL061921__AL101926:a0.5|Independent discrete""}"
hurricane,AL061921__AL101926,43,57,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL061921__AL101926.npz,075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638,58.88759553114429,62.830460127712165,1227.852607303796,True,,Q4_balanced,4,balanced,5,19,hurricane:AL061921__AL101926:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""AL061921__AL101926"", ""case"": ""hurricane:AL061921__AL101926:a0.5"", ""nA"": 43, ""nB"": 57, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 117.77519106228858, ""s_B"": 125.66092025542433, ""delta1"": 58.88759553114429, ""delta2"": 62.830460127712165, ""delta3"": 1227.852607303796, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL061921__AL101926.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_19"", ""certificate"": false, ""input_sha256"": ""075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL061921__AL101926:a0.5|CPS-2F""}"
hurricane,AL061921__AL101926,43,57,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL061921__AL101926.npz,075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638,58.88759553114429,62.830460127712165,1227.852607303796,True,,Q4_balanced,4,balanced,5,20,hurricane:AL061921__AL101926:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""AL061921__AL101926"", ""case"": ""hurricane:AL061921__AL101926:a0.5"", ""nA"": 43, ""nB"": 57, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 117.77519106228858, ""s_B"": 125.66092025542433, ""delta1"": 58.88759553114429, ""delta2"": 62.830460127712165, ""delta3"": 1227.852607303796, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL061921__AL101926.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_20"", ""certificate"": false, ""input_sha256"": ""075b62ae7810f20aaee5716a08592d9c34d29821f5cad9ce1f78dbd209b3c638"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL061921__AL101926:a0.5|CPS-3F""}"
hurricane,EP041976__EP041984,30,48,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP041976__EP041984.npz,2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9,83.64402051056445,50.39076854793013,436.5324275155856,True,,Q4_unequal,4,unequal,6,21,hurricane:EP041976__EP041984:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP041976__EP041984"", ""case"": ""hurricane:EP041976__EP041984:a0.5"", ""nA"": 30, ""nB"": 48, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 167.2880410211289, ""s_B"": 100.78153709586026, ""delta1"": 83.64402051056445, ""delta2"": 50.39076854793013, ""delta3"": 436.5324275155856, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP041976__EP041984.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_21"", ""certificate"": false, ""input_sha256"": ""2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP041976__EP041984:a0.5|Independent discrete""}"
hurricane,EP041976__EP041984,30,48,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP041976__EP041984.npz,2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9,83.64402051056445,50.39076854793013,436.5324275155856,True,,Q4_unequal,4,unequal,6,22,hurricane:EP041976__EP041984:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""EP041976__EP041984"", ""case"": ""hurricane:EP041976__EP041984:a0.5"", ""nA"": 30, ""nB"": 48, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 167.2880410211289, ""s_B"": 100.78153709586026, ""delta1"": 83.64402051056445, ""delta2"": 50.39076854793013, ""delta3"": 436.5324275155856, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP041976__EP041984.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_22"", ""certificate"": false, ""input_sha256"": ""2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP041976__EP041984:a0.5|CPS-2F""}"
hurricane,EP041976__EP041984,30,48,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP041976__EP041984.npz,2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9,83.64402051056445,50.39076854793013,436.5324275155856,True,,Q4_unequal,4,unequal,6,23,hurricane:EP041976__EP041984:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP041976__EP041984"", ""case"": ""hurricane:EP041976__EP041984:a0.5"", ""nA"": 30, ""nB"": 48, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 167.2880410211289, ""s_B"": 100.78153709586026, ""delta1"": 83.64402051056445, ""delta2"": 50.39076854793013, ""delta3"": 436.5324275155856, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP041976__EP041984.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_23"", ""certificate"": false, ""input_sha256"": ""2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP041976__EP041984:a0.5|CPS-3F""}"
hurricane,EP041976__EP041984,30,48,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP041976__EP041984.npz,2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9,83.64402051056445,50.39076854793013,436.5324275155856,True,,Q4_unequal,4,unequal,6,24,hurricane:EP041976__EP041984:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP041976__EP041984"", ""case"": ""hurricane:EP041976__EP041984:a0.5"", ""nA"": 30, ""nB"": 48, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 167.2880410211289, ""s_B"": 100.78153709586026, ""delta1"": 83.64402051056445, ""delta2"": 50.39076854793013, ""delta3"": 436.5324275155856, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP041976__EP041984.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_24"", ""certificate"": false, ""input_sha256"": ""2b36cf5f84c94603b94c277ea7970c2e6cf82612160bc26c97cfa9ab20d6faf9"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP041976__EP041984:a0.5|Independent continuous""}"
hurricane,EP081967__EP101980,25,26,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP081967__EP101980.npz,0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c,58.49826189155207,56.24516977788647,275.4479155672447,True,,Q1_balanced,1,balanced,7,25,hurricane:EP081967__EP101980:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""EP081967__EP101980"", ""case"": ""hurricane:EP081967__EP101980:a0.5"", ""nA"": 25, ""nB"": 26, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 116.99652378310414, ""s_B"": 112.49033955577293, ""delta1"": 58.49826189155207, ""delta2"": 56.24516977788647, ""delta3"": 275.4479155672447, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP081967__EP101980.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_25"", ""certificate"": false, ""input_sha256"": ""0946514b39933f9ee0d804e81a1a0d4ec1b8e11aaa85884cc2187bcb3030e97c"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP081967__EP101980:a0.5|CPS-2F""}"
