configuration_id,plan_order,domain,pair,nA,nB,units,input_file,input_sha256,method,alpha,delta1,delta2,delta3,reuse_path,original_origin,configuration_json
hurricane:AL031854__AL011991:a0.5|Independent continuous,1,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent continuous,0.5,85.27599670409697,82.01596010094092,426.1842176844774,output\paper_v1\unified_pilot_results\slots\01\attempts\slot01_a21dc5c0aa204ab3b617cea12e9c1fdf,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a0.5"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 85.27599670409697, ""delta2"": 82.01596010094092, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""slot01"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a0.5|Independent continuous"", ""attempt_id"": ""slot01_a21dc5c0aa204ab3b617cea12e9c1fdf"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
hurricane:AL031854__AL011991:a0.5|Independent discrete,2,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent discrete,0.5,85.27599670409697,82.01596010094092,426.1842176844774,output\paper_v1\unified_pilot_results\slots\02\attempts\slot02_be1a32ff67984f64be5a5df446945b5e,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a0.5"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 85.27599670409697, ""delta2"": 82.01596010094092, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""slot02"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a0.5|Independent discrete"", ""attempt_id"": ""slot02_be1a32ff67984f64be5a5df446945b5e"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
hurricane:AL031854__AL011991:a0.5|CPS-2F,3,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-2F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,output\paper_v1\unified_pilot_results\slots\03\attempts\slot03_5333325f78a44ccf8c803cb680ccb2c1,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a0.5"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 85.27599670409697, ""delta2"": 82.01596010094092, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""slot03"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a0.5|CPS-2F"", ""attempt_id"": ""slot03_5333325f78a44ccf8c803cb680ccb2c1"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
hurricane:AL031854__AL011991:a0.5|CPS-3F,4,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-3F,0.5,85.27599670409697,82.01596010094092,426.1842176844774,output\paper_v1\unified_pilot_results\slots\04\attempts\slot04_932e5573922349258233e40f17b3a4ad,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a0.5"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 85.27599670409697, ""delta2"": 82.01596010094092, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""slot04"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a0.5|CPS-3F"", ""attempt_id"": ""slot04_932e5573922349258233e40f17b3a4ad"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
hurricane:AL031854__AL011991:a1|Independent discrete,5,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent discrete,1.0,170.55199340819394,164.03192020188183,426.1842176844774,output\paper_v1\unified_pilot_results\slots\05\attempts\slot05_0c387ea78eff44e9945f07128b393bb1,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a1"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 1.0, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 170.55199340819394, ""delta2"": 164.03192020188183, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""slot05"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a1|Independent discrete"", ""attempt_id"": ""slot05_0c387ea78eff44e9945f07128b393bb1"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
hurricane:AL031854__AL011991:a1|CPS-2F,6,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-2F,1.0,170.55199340819394,164.03192020188183,426.1842176844774,output\paper_v1\unified_pilot_results\slots\06\attempts\slot06_e21c1ee13d734cd8b59abf9e4a4a1dd4,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a1"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 1.0, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 170.55199340819394, ""delta2"": 164.03192020188183, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""slot06"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a1|CPS-2F"", ""attempt_id"": ""slot06_e21c1ee13d734cd8b59abf9e4a4a1dd4"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
hurricane:AL031854__AL011991:a1|CPS-3F,7,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,CPS-3F,1.0,170.55199340819394,164.03192020188183,426.1842176844774,output\paper_v1\unified_pilot_results\slots\07\attempts\slot07_61a62b3628834eafbcd97bd272a0369e,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a1"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 1.0, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 170.55199340819394, ""delta2"": 164.03192020188183, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""slot07"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a1|CPS-3F"", ""attempt_id"": ""slot07_61a62b3628834eafbcd97bd272a0369e"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
hurricane:AL031854__AL011991:a1|Independent continuous,8,hurricane,AL031854__AL011991,25,25,projected km,output\paper_v1\inputs\hurricane_AL031854__AL011991.npz,a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287,Independent continuous,1.0,170.55199340819394,164.03192020188183,426.1842176844774,output\paper_v1\unified_pilot_results\slots\08\attempts\slot08_e87dd29030384a46a88e8329ed149094,new,"{""domain"": ""hurricane"", ""pair"": ""AL031854__AL011991"", ""case"": ""hurricane:AL031854__AL011991:a1"", ""nA"": 25, ""nB"": 25, ""units"": ""projected km"", ""alpha"": 1.0, ""s_A"": 170.55199340819394, ""s_B"": 164.03192020188183, ""delta1"": 170.55199340819394, ""delta2"": 164.03192020188183, ""delta3"": 426.1842176844774, ""input_file"": ""output\\paper_v1\\inputs\\hurricane_AL031854__AL011991.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""slot08"", ""certificate"": false, ""input_sha256"": ""a2ab35b783cce3d389472b1841e85b92acc3171b29993a2566d04b6759b0b287"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL031854__AL011991:a1|Independent continuous"", ""attempt_id"": ""slot08_e87dd29030384a46a88e8329ed149094"", ""code_version"": {""notebooks_paper\\graph_only_v3\\build_notebook.py"": ""7e3d861e03d083d656076e3b0b45e6f5c98ab1786806d1d8eb78632d9a947dfb"", ""notebooks_paper\\graph_only_v3\\common.py"": ""db97df53c1a63e8922f98df75155c0402c2c6a2186f882c11c31c11946b6f8d2"", ""notebooks_paper\\graph_only_v3\\controlled_followup.py"": ""decd837da928ca6fc987ecf60377523e7812fdfb98c43de1cbf57a9eeed88724"", ""notebooks_paper\\graph_only_v3\\investigate_repeat.py"": ""5b2e153d7aff058a2c6e5e3f71dda45e715183d5eb4bef675e98bcec854a6af3"", ""notebooks_paper\\graph_only_v3\\prepare.py"": ""03ea7bf80ea27d91595e62b70b0c0782be55cf5b4d09c3852011cbe63c1c3b5b"", ""notebooks_paper\\graph_only_v3\\render_and_audit.py"": ""cdbeeab604584f0ae671bd4070917599dfd19b16283da5d4c4cddbc63df66015"", ""notebooks_paper\\graph_only_v3\\report.py"": ""86f28e35b44329cea42d4979b1387544a47cc698ce1bade4f5d4beac7b3d4e0a"", ""notebooks_paper\\graph_only_v3\\run_once.py"": ""676283c47e2ff731632417e16423ecaede44e007dfc1bfe18b9e3f8e8c88aa93"", ""notebooks_paper\\graph_only_v3\\supervisor.py"": ""4108be52e053f5d95313e7b15270159c20c5cd06c5faf2e611d717ea9aaef579"", ""notebooks_paper\\graph_only_v3\\worker.py"": ""e3eab59206421bb87f618f6699c27407e4272b6e5e82fba899a81778a1ea9f38""}}"
