curve_A,curve_B,name_A,year_A,name_B,year_B,basin,n_A,n_B,len_A_km,len_B_km,c_cube_A,c_cube_B,c_ball_A,c_ball_B,c_cube_pair,c_ball_pair,frechet_km,discrete_frechet_km,frechet_over_len
EP161983,EP092013,PRISCILLA,1983,IVO,2013,pacific,26,31,2463.9,2188.1,2.6211,4.3133,2.1439,3.5845,4.3133,3.5845,820.73,820.4,0.3751
AL061936,AL071887,UNNAMED,1936,UNNAMED,1887,atlantic,31,39,5306.0,6531.7,2.824,3.0438,2.3694,2.7666,3.0438,2.7666,821.91,821.75,0.1549
EP041983,EP131986,DALILIA,1983,MADELINE,1986,pacific,26,28,3053.3,3514.4,2.6498,3.1286,2.0481,2.6228,3.1286,2.6228,823.53,821.94,0.2697
EP092006,EP161967,HECTOR,2006,RAMONA,1967,pacific,35,55,3492.3,4465.2,2.9043,3.3674,2.1371,2.6053,3.3674,2.6053,824.09,824.91,0.236
AL061870,AL031909,UNNAMED,1870,UNNAMED,1909,atlantic,40,36,2760.7,3008.8,3.0081,4.0943,2.6024,3.5594,4.0943,3.5594,824.34,824.05,0.2986
AL071951,AL121973,FOX,1951,ELLEN,1973,atlantic,35,37,9211.5,7795.5,3.0585,3.2404,2.4731,2.6566,3.2404,2.6566,826.2,826.81,0.106
AL081892,AL062005,UNNAMED,1892,FRANKLIN,2005,atlantic,30,37,3484.3,4255.8,2.7939,3.576,2.1317,2.8945,3.576,2.8945,826.81,831.29,0.2373
AL041952,AL061908,BAKER,1952,UNNAMED,1908,atlantic,40,50,6451.3,7357.9,2.9144,3.4506,2.4659,2.7424,3.4506,2.7424,831.12,829.26,0.1288
AL061891,AL031995,UNNAMED,1891,CHANTAL,1995,atlantic,39,41,6310.5,7245.4,2.8295,3.0142,2.3193,2.5983,3.0142,2.5983,834.0,832.4,0.1322
EP121985,EP111982,LINDA,1985,KRISTY,1982,pacific,42,34,4011.0,4607.4,2.7832,2.9495,2.0949,2.0873,2.9495,2.0949,834.58,833.19,0.2081
AL031874,AL142011,UNNAMED,1874,MARIA,2011,atlantic,42,42,6146.2,7039.7,2.742,2.8539,2.2582,2.262,2.8539,2.262,835.01,833.06,0.1359
EP071971,EP112004,GEORGETTE,1971,HOWARD,2004,pacific,29,44,3063.9,3817.7,2.8533,3.4043,2.0997,2.9561,3.4043,2.9561,835.55,835.86,0.2727
AL021867,AL071961,UNNAMED,1867,FRANCES,1961,atlantic,28,41,5192.9,5260.3,2.9482,3.1045,2.2367,2.659,3.1045,2.659,837.28,842.03,0.1612
EP141982,EP141967,NORMAN,1982,OLIVIA,1967,pacific,36,37,2672.0,2259.8,2.7347,2.9693,2.2232,2.6987,2.9693,2.6987,838.83,837.95,0.3712
AL011852,AL081959,UNNAMED,1852,GRACIE,1959,atlantic,45,50,5020.5,5100.7,3.5373,4.9572,3.1299,4.218,4.9572,4.218,839.22,839.21,0.1672
AL091878,AL101903,UNNAMED,1878,UNNAMED,1903,atlantic,32,35,4632.6,4000.3,2.8348,3.2505,2.2409,2.7892,3.2505,2.7892,839.4,838.56,0.2098
EP111975,EP121991,KATRINA,1975,JIMENA,1991,pacific,37,46,3428.8,3878.5,2.8206,2.8339,2.1006,2.121,2.8339,2.121,842.44,843.02,0.2457
AL041953,AL112010,CAROL,1953,IGOR,2010,atlantic,52,61,9720.7,8797.9,2.7012,3.0086,2.207,2.4216,3.0086,2.4216,842.67,861.0,0.0958
EP141971,EP021984,NANETTE,1971,BORIS,1984,pacific,27,82,2785.4,3497.3,2.9325,5.3132,2.1728,4.6325,5.3132,4.6325,843.26,842.96,0.3027
EP161983,EP072007,PRISCILLA,1983,DALILA,2007,pacific,26,34,2463.9,2513.5,2.6211,2.8999,2.1439,2.3392,2.8999,2.3392,844.27,843.96,0.3427
EP091988,EP042010,IVA,1988,CELIA,2010,pacific,36,50,3148.6,3576.2,2.5953,5.2032,2.1418,4.6541,5.2032,4.6541,845.13,844.53,0.2684
AL021923,AL101984,UNNAMED,1923,DIANA,1984,atlantic,38,33,2955.7,3383.2,3.191,4.6905,2.4123,4.2191,4.6905,4.2191,846.96,866.19,0.2866
EP061992,EP171990,ESTELLE,1992,NORBERT,1990,pacific,34,39,3046.5,2873.0,2.9778,3.2445,2.2551,2.4441,3.2445,2.4441,850.03,847.96,0.2959
EP141994,EP201992,LANE,1994,ROSLYN,1992,pacific,28,69,3664.1,4957.5,2.1689,5.415,2.0289,4.7556,5.415,4.7556,850.23,847.53,0.232
EP041971,EP171992,DENISE,1971,ORLENE,1992,pacific,47,49,6393.0,6074.5,2.4899,3.0125,2.0686,2.1905,3.0125,2.1905,851.69,851.42,0.1402
AL091968,AL131981,UNNAMED,1968,EMILY,1981,atlantic,38,47,4375.1,4292.5,3.1729,5.3812,2.6766,5.2018,5.3812,5.2018,852.02,858.21,0.1985
EP151967,EP112004,PRISCILLA,1967,HOWARD,2004,pacific,27,44,2883.9,3817.7,2.7901,3.4043,2.0918,2.9561,3.4043,2.9561,852.04,852.94,0.2954
EP141971,EP152001,NANETTE,1971,MANUEL,2001,pacific,27,31,2785.4,2919.0,2.9325,2.9444,2.1728,2.393,2.9444,2.393,852.44,852.26,0.306
EP051990,EP131986,ELIDA,1990,MADELINE,1986,pacific,26,28,3108.3,3514.4,2.5768,3.1286,2.0222,2.6228,3.1286,2.6228,852.96,855.4,0.2744
AL041858,AL061950,UNNAMED,1858,FOX,1950,atlantic,32,38,5052.8,5329.6,2.9515,2.9589,2.4844,2.3452,2.9589,2.4844,854.29,854.05,0.1691
AL031895,AL071956,UNNAMED,1895,FLOSSY,1956,atlantic,39,52,5138.5,6595.4,3.1572,4.8717,3.0425,4.1819,4.8717,4.1819,854.93,855.1,0.1664
EP041979,EP071990,DOLORES,1979,FAUSTO,1990,pacific,27,28,3344.6,2874.0,2.8028,2.8029,2.0829,2.0342,2.8029,2.0829,855.75,854.11,0.2978
EP081978,EP131986,HECTOR,1978,MADELINE,1986,pacific,32,28,3427.7,3514.4,2.6082,3.1286,2.0779,2.6228,3.1286,2.6228,856.12,854.06,0.2498
AL071871,AL041979,UNNAMED,1871,BOB,1979,atlantic,33,29,3283.6,3701.1,3.0609,3.1548,2.6484,2.6895,3.1548,2.6895,857.89,856.14,0.2613
EP121968,EP091995,LIZA,1968,HENRIETTE,1995,pacific,37,29,3210.0,2968.8,2.8112,3.0336,2.2138,2.1887,3.0336,2.2138,858.28,858.01,0.2891
AL041994,AL142011,CHRIS,1994,MARIA,2011,atlantic,30,42,5360.2,7039.7,2.8326,2.8539,2.2511,2.262,2.8539,2.262,859.36,858.18,0.1603
AL021942,AL051950,UNNAMED,1942,EASY,1950,atlantic,26,38,3056.0,2646.5,3.1668,4.8203,2.7872,3.7935,4.8203,3.7935,859.83,859.42,0.3249
EP032006,EP171985,BUD,2006,RICK,1985,pacific,27,45,3850.8,5065.2,2.329,2.8364,2.0073,2.1969,2.8364,2.1969,863.01,862.61,0.2241
EP012002,EP241990,ALMA,2002,VANCE,1990,pacific,31,41,2231.6,2560.8,3.3669,5.5842,2.7706,4.6126,5.5842,4.6126,864.56,864.02,0.3874
AL121893,AL082005,UNNAMED,1893,HARVEY,2005,atlantic,32,44,4609.3,4667.5,2.8416,4.782,2.4665,3.8254,4.782,3.8254,867.77,871.54,0.1883
EP081983,EP101986,HENRIETTE,1983,JAVIER,1986,pacific,42,44,5428.9,4825.6,2.7524,3.088,2.2058,2.2485,3.088,2.2485,868.54,867.79,0.18
AL021943,AL011928,UNNAMED,1943,UNNAMED,1928,atlantic,26,46,3415.3,4365.8,2.8551,3.3558,2.3126,2.5811,3.3558,2.5811,869.1,868.03,0.2545
AL031872,AL071961,UNNAMED,1872,FRANCES,1961,atlantic,48,41,3835.8,5260.3,2.7313,3.1045,2.0706,2.659,3.1045,2.659,869.26,867.23,0.2266
EP151967,EP131986,PRISCILLA,1967,MADELINE,1986,pacific,27,28,2883.9,3514.4,2.7901,3.1286,2.0918,2.6228,3.1286,2.6228,870.09,870.44,0.3017
EP132014,EP221992,MARIE,2014,TINA,1992,pacific,46,98,4995.6,6818.3,3.0031,4.4122,2.2353,3.7553,4.4122,3.7553,870.28,868.86,0.1742
EP012012,EP042013,ALETTA,2012,DALILA,2013,pacific,26,40,1676.4,2195.3,3.5145,4.8817,3.2373,4.3965,4.8817,4.3965,870.79,870.22,0.5194
EP051979,EP171990,ENRIQUE,1979,NORBERT,1990,pacific,29,39,2719.3,2873.0,2.8486,3.2445,2.0898,2.4441,3.2445,2.4441,875.06,875.08,0.3218
EP151989,EP191982,LORENA,1989,TARA,1982,pacific,40,27,3059.6,3357.3,2.6521,2.8328,2.0831,2.1091,2.8328,2.1091,879.16,880.21,0.2873
AL041958,AL192011,DAISY,1958,SEAN,2011,atlantic,30,27,3949.3,2854.3,3.0398,4.262,2.4959,3.835,4.262,3.835,879.23,877.34,0.308
AL081931,AL091958,UNNAMED,1931,ILSA,1958,atlantic,25,26,3111.7,4287.5,2.3205,2.9607,2.0606,2.3304,2.9607,2.3304,880.95,880.72,0.2831
AL021900,AL031950,UNNAMED,1900,CHARLIE,1950,atlantic,50,61,6793.7,7093.4,3.084,3.752,2.5508,3.1622,3.752,3.1622,880.96,878.42,0.1297
AL011892,AL011968,UNNAMED,1892,ABBY,1968,atlantic,33,51,2509.9,3579.5,4.843,5.1018,3.9753,4.1848,5.1018,4.1848,882.3,881.89,0.3515
AL111909,AL111924,UNNAMED,1909,UNNAMED,1924,atlantic,30,38,4220.8,3600.4,2.9779,2.9806,2.5433,2.1901,2.9806,2.5433,882.42,882.31,0.2451
AL072010,AL112010,EARL,2010,IGOR,2010,atlantic,55,61,10032.8,8797.9,2.9662,3.0086,2.5116,2.4216,3.0086,2.5116,882.49,881.04,0.1003
EP031968,EP131986,CELESTE,1968,MADELINE,1986,pacific,27,28,2831.4,3514.4,2.2915,3.1286,2.0375,2.6228,3.1286,2.6228,882.99,882.95,0.3119
AL121893,AL131981,UNNAMED,1893,EMILY,1981,atlantic,32,47,4609.3,4292.5,2.8416,5.3812,2.4665,5.2018,5.3812,5.2018,884.03,882.52,0.2059
EP011970,EP091972,ADELE,1970,IVA,1972,pacific,31,33,3614.8,2969.9,2.3398,2.7878,2.0493,2.1127,2.7878,2.1127,884.22,890.3,0.2977
EP091965,EP171990,GLENDA,1965,NORBERT,1990,pacific,37,39,2841.5,2873.0,2.8505,3.2445,2.0503,2.4441,3.2445,2.4441,884.53,883.65,0.3113
EP041991,EP012002,DELORES,1991,ALMA,2002,pacific,26,31,1707.7,2231.6,3.0593,3.3669,2.6756,2.7706,3.3669,2.7706,885.19,884.16,0.5184
AL061882,AL041985,UNNAMED,1882,DANNY,1985,atlantic,45,37,3762.9,4433.0,2.7515,3.1531,2.0935,2.5282,3.1531,2.5282,885.19,885.29,0.2352
EP101985,EP131986,JIMENA,1985,MADELINE,1986,pacific,37,28,3442.1,3514.4,2.8299,3.1286,2.0681,2.6228,3.1286,2.6228,886.51,885.08,0.2575
AL051935,AL121988,UNNAMED,1935,KEITH,1988,atlantic,39,39,5600.8,7810.3,3.0026,3.5108,2.4503,2.8518,3.5108,2.8518,887.2,900.93,0.1584
EP071971,EP091995,GEORGETTE,1971,HENRIETTE,1995,pacific,29,29,3063.9,2968.8,2.8533,3.0336,2.0997,2.1887,3.0336,2.1887,888.33,888.12,0.2992
AL021922,AL101995,UNNAMED,1922,IRIS,1995,atlantic,62,66,9344.7,8847.8,3.0293,3.9597,2.6409,3.4946,3.9597,3.4946,889.47,885.14,0.1005
AL031894,AL162011,UNNAMED,1894,OPHELIA,2011,atlantic,44,59,6876.0,8249.4,3.0381,6.418,2.3253,5.9253,6.418,5.9253,891.54,900.03,0.1297
AL091964,AL081996,GLADYS,1964,HORTENSE,1996,atlantic,48,53,5959.9,7347.0,3.0616,3.289,2.3892,2.445,3.289,2.445,891.98,890.4,0.1497
EP061982,EP112004,FABIO,1982,HOWARD,2004,pacific,32,44,3229.7,3817.7,2.8377,3.4043,2.0413,2.9561,3.4043,2.9561,892.05,891.66,0.2762
EP151989,EP131986,LORENA,1989,MADELINE,1986,pacific,40,28,3059.6,3514.4,2.6521,3.1286,2.0831,2.6228,3.1286,2.6228,892.61,892.91,0.2917
EP071978,EP112004,GILMA,1978,HOWARD,2004,pacific,29,44,3515.2,3817.7,2.737,3.4043,2.2197,2.9561,3.4043,2.9561,893.03,892.09,0.254
AL082014,AL011950,GONZALO,2014,ABLE,1950,atlantic,39,51,6468.0,7587.0,2.8715,3.0971,2.4339,2.5879,3.0971,2.5879,893.25,891.14,0.1381
EP171987,EP061984,RAMON,1987,FAUSTO,1984,pacific,27,27,2340.8,1852.1,2.8043,2.8643,2.0879,2.1482,2.8643,2.1482,894.74,893.45,0.4831
AL092011,AL031966,IRENE,2011,CELIA,1966,atlantic,43,36,5803.7,5654.6,2.8098,3.9638,2.2123,3.1503,3.9638,3.1503,898.54,901.1,0.1589
AL041893,AL091979,UNNAMED,1893,DAVID,1979,atlantic,47,55,7756.8,9360.5,3.0487,3.0528,2.4754,2.458,3.0528,2.4754,898.75,896.73,0.1159
EP061972,EP071976,FERNANDA,1972,GWEN,1976,pacific,49,54,5943.5,6936.6,2.8566,3.9564,2.1707,3.6706,3.9564,3.6706,901.44,902.73,0.1517
EP171987,EP071995,RAMON,1987,FLOSSIE,1995,pacific,27,27,2340.8,1994.8,2.8043,2.8638,2.0879,2.0764,2.8638,2.0879,902.19,903.53,0.4523
EP171983,EP071976,RAYMOND,1983,GWEN,1976,pacific,51,54,6234.4,6936.6,2.905,3.9564,2.2005,3.6706,3.9564,3.6706,903.2,903.19,0.1449
EP141997,EP131986,LINDA,1997,MADELINE,1986,pacific,34,28,2843.1,3514.4,2.7992,3.1286,2.0408,2.6228,3.1286,2.6228,904.47,908.41,0.3181
AL021877,AL041979,UNNAMED,1877,BOB,1979,atlantic,34,29,2711.2,3701.1,2.9208,3.1548,2.5379,2.6895,3.1548,2.6895,907.43,907.74,0.3347
AL111950,AL021942,KING,1950,UNNAMED,1942,atlantic,31,26,2550.7,3056.0,2.7572,3.1668,2.3058,2.7872,3.1668,2.7872,908.72,908.13,0.3563
AL061886,AL122000,UNNAMED,1886,HELENE,2000,atlantic,52,42,6901.3,8408.8,3.2385,3.4624,2.4956,2.8493,3.4624,2.8493,909.55,909.98,0.1318
AL011897,AL071901,UNNAMED,1897,UNNAMED,1901,atlantic,43,55,7063.0,9039.2,3.1219,3.8909,2.3714,3.0687,3.8909,3.0687,911.15,911.08,0.129
AL011963,AL081996,ARLENE,1963,HORTENSE,1996,atlantic,43,53,6706.8,7347.0,3.1704,3.289,2.5347,2.445,3.289,2.5347,911.47,913.61,0.1359
AL071865,AL111924,UNNAMED,1865,UNNAMED,1924,atlantic,34,38,4062.8,3600.4,2.8102,2.9806,2.0838,2.1901,2.9806,2.1901,912.88,910.56,0.2535
EP111975,EP131986,KATRINA,1975,MADELINE,1986,pacific,37,28,3428.8,3514.4,2.8206,3.1286,2.1006,2.6228,3.1286,2.6228,913.84,912.1,0.2665
AL061879,AL051881,UNNAMED,1879,UNNAMED,1881,atlantic,33,37,4511.0,4026.0,2.784,2.9785,2.1031,2.1353,2.9785,2.1353,915.6,914.19,0.2274
AL041917,AL131971,UNNAMED,1917,EDITH,1971,atlantic,43,51,4830.6,6499.3,3.1971,3.4761,2.6686,2.7679,3.4761,2.7679,915.79,915.11,0.1896
EP181984,EP172014,RACHEL,1984,POLO,2014,pacific,36,44,2561.1,3352.7,2.2594,2.944,2.0621,2.3793,2.944,2.3793,919.13,918.65,0.3589
AL071898,AL082008,UNNAMED,1898,HANNA,2008,atlantic,49,49,7151.9,6741.9,3.5613,5.257,2.7143,4.6536,5.257,4.6536,920.76,919.81,0.1366
EP141971,EP041975,NANETTE,1971,DENISE,1975,pacific,27,41,2785.4,3430.7,2.9325,3.506,2.1728,3.3506,3.506,3.3506,921.5,922.49,0.3308
AL061940,AL011953,UNNAMED,1940,ALICE,1953,atlantic,29,53,3262.2,3423.2,2.9051,5.3557,2.3869,4.9093,5.3557,4.9093,921.51,921.44,0.2825
EP132015,EP071976,JIMENA,2015,GWEN,1976,pacific,63,54,6222.8,6936.6,3.0906,3.9564,2.2811,3.6706,3.9564,3.6706,922.77,918.97,0.1483
AL061891,AL082014,UNNAMED,1891,GONZALO,2014,atlantic,39,39,6310.5,6468.0,2.8295,2.8715,2.3193,2.4339,2.8715,2.4339,926.86,924.62,0.1469
EP121991,EP091971,JIMENA,1991,ILSA,1971,pacific,46,35,3878.5,3497.7,2.8339,2.876,2.121,2.1304,2.876,2.1304,928.3,926.92,0.2654
EP012015,EP132012,ANDRES,2015,MIRIAM,2012,pacific,40,44,2669.1,2548.0,4.4998,5.9554,3.8035,5.1072,5.9554,5.1072,930.7,929.24,0.3653
EP101980,EP061966,JAVIER,1980,FRANCESCA,1966,pacific,26,43,2812.3,3955.3,2.6574,4.2473,2.0604,4.1213,4.2473,4.1213,931.24,931.12,0.3311
AL061921,AL181933,UNNAMED,1921,UNNAMED,1933,atlantic,43,55,4946.6,3636.2,3.0707,3.3458,2.572,2.6448,3.3458,2.6448,932.03,930.17,0.2563
AL061936,AL071944,UNNAMED,1936,UNNAMED,1944,atlantic,31,32,5306.0,5751.1,2.824,3.0256,2.3694,2.3227,3.0256,2.3694,934.46,936.08,0.1761
EP191984,EP092012,SIMON,1984,ILEANA,2012,pacific,33,47,3895.8,4321.6,2.8192,2.9081,2.1999,2.1872,2.9081,2.1999,935.82,934.85,0.2402
EP101958,EP211989,UNNAMED,1958,RAYMOND,1989,pacific,27,46,2973.2,4109.5,2.8194,3.2696,2.3415,2.5975,3.2696,2.5975,936.91,936.85,0.3151
EP141982,EP031957,NORMAN,1982,UNNAMED,1957,pacific,36,27,2672.0,2269.0,2.7347,2.9228,2.2232,2.1816,2.9228,2.2232,938.88,941.06,0.4138
EP102004,EP171985,GEORGETTE,2004,RICK,1985,pacific,33,45,4364.6,5065.2,2.4515,2.8364,2.0278,2.1969,2.8364,2.1969,939.55,939.72,0.2153
EP111980,EP071976,KAY,1980,GWEN,1976,pacific,55,54,6184.8,6936.6,2.8937,3.9564,2.2507,3.6706,3.9564,3.6706,939.68,936.75,0.1519
EP071973,EP112004,GLENDA,1973,HOWARD,2004,pacific,25,44,2916.4,3817.7,2.6344,3.4043,2.1244,2.9561,3.4043,2.9561,941.96,941.6,0.323
AL021895,AL051933,UNNAMED,1895,UNNAMED,1933,atlantic,36,51,4597.7,5012.8,2.738,2.9093,2.0165,2.0897,2.9093,2.0897,944.6,944.62,0.2055
EP121968,EP131986,LIZA,1968,MADELINE,1986,pacific,37,28,3210.0,3514.4,2.8112,3.1286,2.2138,2.6228,3.1286,2.6228,945.1,944.64,0.2944
AL101980,AL011897,EARL,1980,UNNAMED,1897,atlantic,27,43,5682.9,7063.0,2.7438,3.1219,2.2328,2.3714,3.1219,2.3714,948.69,947.86,0.1669
AL061891,AL031896,UNNAMED,1891,UNNAMED,1896,atlantic,39,43,6310.5,7870.6,2.8295,3.0719,2.3193,2.6522,3.0719,2.6522,948.92,946.54,0.1504
EP041953,EP012002,UNNAMED,1953,ALMA,2002,pacific,25,31,1778.2,2231.6,2.8063,3.3669,2.0843,2.7706,3.3669,2.7706,949.67,949.26,0.5341
AL031905,AL051950,UNNAMED,1905,EASY,1950,atlantic,28,38,2514.7,2646.5,2.8685,4.8203,2.2468,3.7935,4.8203,3.7935,951.35,950.85,0.3783
EP032006,EP201992,BUD,2006,ROSLYN,1992,pacific,27,69,3850.8,4957.5,2.329,5.415,2.0073,4.7556,5.415,4.7556,953.64,950.72,0.2476
AL111950,AL201971,KING,1950,UNNAMED,1971,atlantic,31,33,2550.7,2229.4,2.7572,3.4481,2.3058,3.0312,3.4481,3.0312,954.99,954.82,0.4284
AL051892,AL042004,UNNAMED,1892,DANIELLE,2004,atlantic,48,46,5077.1,4787.4,2.8789,4.4751,2.5309,4.0541,4.4751,4.0541,956.44,957.09,0.1998
AL021876,AL112004,UNNAMED,1876,JEANNE,2004,atlantic,33,69,5345.6,5933.4,3.1854,5.8828,2.6632,5.3993,5.8828,5.3993,961.67,961.28,0.1799
AL121978,AL051892,UNNAMED,1978,UNNAMED,1892,atlantic,33,48,4937.8,5077.1,2.6712,2.8789,2.1764,2.5309,2.8789,2.5309,962.11,960.78,0.1948
AL061947,AL041985,UNNAMED,1947,DANNY,1985,atlantic,27,37,3244.4,4433.0,2.7091,3.1531,2.2497,2.5282,3.1531,2.5282,963.72,964.86,0.297
AL142011,AL041893,MARIA,2011,UNNAMED,1893,atlantic,42,47,7039.7,7756.8,2.8539,3.0487,2.262,2.4754,3.0487,2.4754,964.76,982.36,0.137
EP031991,EP181985,CARLOS,1991,SANDRA,1985,pacific,45,46,4480.9,4778.5,2.2153,2.8266,2.0679,2.2004,2.8266,2.2004,964.97,966.32,0.2154
AL111901,AL021998,UNNAMED,1901,BONNIE,1998,atlantic,39,49,5970.8,7523.1,2.8926,3.1557,2.3448,2.489,3.1557,2.489,969.48,976.51,0.1624
EP021999,EP092012,BEATRIZ,1999,ILEANA,2012,pacific,32,47,3468.8,4321.6,2.5217,2.9081,2.0478,2.1872,2.9081,2.1872,969.58,968.84,0.2795
EP062012,EP132009,FABIO,2012,JIMENA,2009,pacific,40,39,3584.5,2906.7,3.0897,6.193,2.484,5.1536,6.193,5.1536,970.89,971.3,0.334
EP111967,EP062006,LILY,1967,EMILIA,2006,pacific,27,41,3183.7,3547.6,2.933,3.0499,2.4692,2.4644,3.0499,2.4692,971.03,972.21,0.305
EP141971,EP021983,NANETTE,1971,BARBARA,1983,pacific,27,38,2785.4,3112.4,2.9325,3.1154,2.1728,2.2504,3.1154,2.2504,972.43,971.38,0.3491
EP111967,EP142014,LILY,1967,NORBERT,2014,pacific,27,35,3183.7,2287.0,2.933,4.6331,2.4692,4.3671,4.6331,4.3671,977.63,979.94,0.4275
AL021928,AL102002,UNNAMED,1928,ISIDORE,2002,atlantic,42,55,4714.8,6584.1,2.7098,4.6892,2.2324,4.2414,4.6892,4.2414,979.53,978.55,0.2078
AL121973,AL022008,ELLEN,1973,BERTHA,2008,atlantic,37,74,7795.5,9967.2,3.2404,5.3617,2.6566,4.4096,5.3617,4.4096,982.72,984.27,0.1261
AL061870,AL011948,UNNAMED,1870,UNNAMED,1948,atlantic,40,28,2760.7,2353.3,3.0081,4.5231,2.6024,3.8205,4.5231,3.8205,989.08,987.69,0.4203
EP141997,EP061992,LINDA,1997,ESTELLE,1992,pacific,34,34,2843.1,3046.5,2.7992,2.9778,2.0408,2.2551,2.9778,2.2551,992.36,991.75,0.349
AL142013,AL111966,MELISSA,2013,LOIS,1966,atlantic,26,39,4540.0,5867.9,2.7688,4.3067,2.3382,3.6713,4.3067,3.6713,993.29,992.45,0.2188
EP091972,EP112004,IVA,1972,HOWARD,2004,pacific,33,44,2969.9,3817.7,2.7878,3.4043,2.1127,2.9561,3.4043,2.9561,993.29,992.18,0.3345
EP062012,EP022015,FABIO,2012,BLANCA,2015,pacific,40,38,3584.5,2589.6,3.0897,4.427,2.484,3.7822,4.427,3.7822,993.83,994.15,0.3838
AL031889,AL072013,UNNAMED,1889,GABRIELLE,2013,atlantic,39,36,2770.8,2921.8,2.6594,2.9857,2.0984,2.4777,2.9857,2.4777,993.95,993.86,0.3587
AL061915,AL011926,UNNAMED,1915,UNNAMED,1926,atlantic,42,47,5646.7,5865.2,2.9134,3.0748,2.2993,2.6651,3.0748,2.6651,995.35,993.04,0.1763
AL041872,AL121990,UNNAMED,1872,JOSEPHINE,1990,atlantic,28,62,4516.1,5167.8,2.806,6.3096,2.2896,5.883,6.3096,5.883,999.9,1005.2,0.2214
AL081979,AL041899,UNNAMED,1979,UNNAMED,1899,atlantic,25,43,5430.5,5916.8,2.8962,3.7055,2.2041,2.8811,3.7055,2.8811,1000.33,1007.49,0.1842
EP141971,EP172013,NANETTE,1971,RAYMOND,2013,pacific,27,48,2785.4,3159.2,2.9325,5.3323,2.1728,4.6727,5.3323,4.6727,1001.03,1001.43,0.3594
EP152007,EP012015,KIKO,2007,ANDRES,2015,pacific,50,40,3113.0,2669.1,3.8251,4.4998,3.5294,3.8035,4.4998,3.8035,1001.13,1000.28,0.3751
AL051876,AL111924,UNNAMED,1876,UNNAMED,1924,atlantic,49,38,3885.2,3600.4,2.6824,2.9806,2.1333,2.1901,2.9806,2.1901,1005.05,1006.58,0.2791
AL061879,AL031933,UNNAMED,1879,UNNAMED,1933,atlantic,33,55,4511.0,5806.1,2.784,3.3073,2.1031,2.6841,3.3073,2.6841,1005.83,1006.61,0.223
AL081999,AL051964,FLOYD,1999,CLEO,1964,atlantic,50,64,7702.3,9735.5,3.1819,3.9386,2.5279,3.3846,3.9386,3.3846,1006.25,1013.59,0.1306
AL052001,AL021885,DEAN,2001,UNNAMED,1885,atlantic,27,32,5127.3,6417.8,2.9045,3.1636,2.3175,2.8475,3.1636,2.8475,1007.5,1009.96,0.1965
AL051888,AL011940,UNNAMED,1888,UNNAMED,1940,atlantic,28,32,3837.3,2955.3,2.9543,3.3777,2.4476,2.4384,3.3777,2.4476,1010.39,1011.0,0.3419
AL091947,AL011953,UNNAMED,1947,ALICE,1953,atlantic,36,53,3660.7,3423.2,4.281,5.3557,3.4515,4.9093,5.3557,4.9093,1010.96,1009.52,0.2953
AL041857,AL051933,UNNAMED,1857,UNNAMED,1933,atlantic,29,51,5001.2,5012.8,2.7993,2.9093,2.0296,2.0897,2.9093,2.0897,1014.59,1013.33,0.2029
AL112009,AL091947,IDA,2009,UNNAMED,1947,atlantic,31,36,2742.4,3660.7,2.7538,4.281,2.3305,3.4515,4.281,3.4515,1015.28,1013.79,0.3702
EP131967,EP152007,NANETTE,1967,KIKO,2007,pacific,33,50,2387.1,3113.0,3.4672,3.8251,3.0215,3.5294,3.8251,3.5294,1015.7,1014.05,0.4255
AL051903,AL171887,UNNAMED,1903,UNNAMED,1887,atlantic,32,30,3186.3,3021.2,2.7534,4.7144,2.2313,4.5639,4.7144,4.5639,1017.51,1017.46,0.3368
EP041979,EP062006,DOLORES,1979,EMILIA,2006,pacific,27,41,3344.6,3547.6,2.8028,3.0499,2.0829,2.4644,3.0499,2.4644,1019.62,1019.09,0.3049
AL121893,AL032012,UNNAMED,1893,CHRIS,2012,atlantic,32,31,4609.3,5195.0,2.8416,6.0734,2.4665,5.2153,6.0734,5.2153,1021.79,1019.83,0.2217
AL031943,AL031924,UNNAMED,1943,UNNAMED,1924,atlantic,34,50,5677.5,7328.3,2.9264,3.2818,2.1688,2.5737,3.2818,2.5737,1022.52,1022.28,0.1801
AL051906,AL041992,UNNAMED,1906,ANDREW,1992,atlantic,63,52,6213.1,7473.2,2.8859,3.0832,2.1345,2.873,3.0832,2.873,1022.71,1023.05,0.1646
AL082012,AL111966,GORDON,2012,LOIS,1966,atlantic,26,39,4253.4,5867.9,2.8873,4.3067,2.318,3.6713,4.3067,3.6713,1024.57,1025.83,0.2409
AL092013,AL042004,HUMBERTO,2013,DANIELLE,2004,atlantic,46,46,4423.9,4787.4,3.5844,4.4751,2.8756,4.0541,4.4751,4.0541,1027.16,1029.58,0.2322
EP051984,EP241990,ELIDA,1984,VANCE,1990,pacific,44,41,3560.0,2560.8,4.5306,5.5842,4.2786,4.6126,5.5842,4.6126,1028.87,1027.06,0.4018
EP101975,EP112004,JEWEL,1975,HOWARD,2004,pacific,31,44,3215.6,3817.7,2.332,3.4043,2.0541,2.9561,3.4043,2.9561,1028.88,1028.8,0.32
AL011920,AL111976,UNNAMED,1920,FRANCES,1976,atlantic,38,45,5834.9,6683.5,3.0215,5.222,2.1959,4.9156,5.222,4.9156,1031.19,1031.71,0.1767
