configuration_id,attempt_path,configuration_hash,input_hash_verified,code_hashes_verified,one_attempt,raw_saved_before_validation,raw_hash,validation_hash,status
protein:1o7j.a__4eca.d:a0.5|Independent discrete|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\61\attempts\timing061_2c4c7249321b4924938fdf8d2f2f877d,e3f2e0a47aeba159eeccc04b162da65196de3aab6c3747b60599081b37e2d83e,True,True,True,True,5768c90adab2d89eb7fa2b31036ca1c25d7ebb80c2ec52789660269ad8fc28fd,829ded0b20484b9daca3257ce233212d2c9aa6d39545080084047ad7d040ccd2,validated
protein:1o7j.a__4eca.d:a0.5|CPS-2F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\62\attempts\timing062_d650f9a8174d4523bb3b07ab5d10ef9f,9a577439d812968757cb8ce8b85fc158322ce514e655a856af495e69fe89abde,True,True,True,True,bc7092abccca3b238040bd7ebe354c2bc03c9f68b8e857151771a357a3e6ea6a,66efcf881d6b84c8d2f10eddef4d8d3cdd8bb4ab109ffbb762b8188417e23c53,validated
protein:1o7j.a__4eca.d:a0.5|CPS-3F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\63\attempts\timing063_5877ae604c004791a4a98e15c9975a57,3e8e61c46adcf6ce2b42e9c53f958e2a56e2829ee04d459791f95508b3fbd339,True,True,True,True,32ce5a688132dce771f2f7dad726e6bb319595434ab2db16966ae9af5bba0351,a80889218d5d56a13d7f598dff4ce5ba8b9d4299b180b6877d98f25d80b88391,validated
protein:1o7j.a__4eca.d:a0.5|Independent continuous|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\64\attempts\timing064_b9761a4dba4c42be86681b537a68d7ae,28c2fd9a1eb48ad7f9ddd4cce2cd21b656a7b1fcf0edbe57cf9566593e2969dc,True,True,True,True,d32c799658ea77d99fd38c7039efd72d0ea74f60fb3873ba6d6e90fe01e42370,e71e7ae999e1728504e875a6cc05d5d1cf2e561a3db5f24a2b51fdb347e32d08,validated
protein:1o7j.a__1toh.a:a0.5|Independent discrete|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\65\attempts\timing065_8f3bc7bb9925483694b185daeb85314b,f149cace49f89c5026a2394c2d2a52d7400375a5e2e341040a2d10a02e6f04f0,True,True,True,True,76e328055aa59cb54bc02aa56b24d477dace6fc278e218d3070f273fc6159efe,0cdc0afde45b44eecb7104f84378acc60d8d2a1d27891982cdfad3ea11e3097b,validated
protein:1o7j.a__1toh.a:a0.5|CPS-2F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\66\attempts\timing066_b98dd966c5604a43ae5d44d415809de6,022af43887c06a83b06da6211f7f4be085ba7ef40949e1aab02836b136f9b874,True,True,True,True,ff25e67819b92e24cb9501d35e5b1a5c9e5a1212cabc0bd18a1138355be4b4e3,7a676cec77be24ab214cf0e9b097ea83a3d2b92aeec71cfa7f79e559c3a29ff9,validated
protein:1o7j.a__1toh.a:a0.5|CPS-3F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\67\attempts\timing067_1d6d2e6354df4fd4930be5e002581929,27775fab24c17d8d87abb859bb723722beae337f6e7d7991e9d851d765e63ef5,True,True,True,True,c04087a597e64e1fff7f6145cd5fb445312d40506c42846a507348a8b73077de,616f93986eed5977b184c2c3b06e2187c34e7433d8a06fa5c8bb778546f19e8c,validated
protein:1o7j.a__1toh.a:a0.5|Independent continuous|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\68\attempts\timing068_180ea4c21e2d45a28f7982fd572e6d81,3d82602f8c6c85c17a319f0aff53f0449a25f6ed700067e16c1cb0eb3751d04e,True,True,True,True,3a2790de950de12d019ff8bf4fa5330765a7d06f3cd47a561f18c112e312713f,55eea51f41d988b131236df47dad294a588ae7171bca3c58dd4db889d671fdbe,validated
hurricane:EP111954__EP021984:a0.5|Independent discrete|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\69\attempts\timing069_e11d2c5fcd5f4ac0a336ccbd603ede94,c8703fa4c185fdacb6515467cf71caad8f793cdc8cbf98f3800289ba6acb1379,True,True,True,True,14693408bdf7ffbfbf7a51c4cc2f705646edc4f9ce2653552fcdc29daa90e18d,0e184b18ddecedae3ec7ab6fe5ef885052176e66dfaef0e77ca07255c5d208c4,validated
hurricane:EP111954__EP021984:a0.5|CPS-2F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\70\attempts\timing070_92bb131272a2424bb912d1300124ef65,8b1b22e53a9144731c06441b8fdd62a73459b25afee75b338879c74aa1c1c714,True,True,True,True,be2c0906c4c185a6a6bce83fa521c08be0d7ab5be0c9b30623cfeae584ef7dfb,e949dbbbdcacd500df674670486975bbd1d578924a97cb5032eb307904521769,validated
hurricane:EP111954__EP021984:a0.5|CPS-3F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\71\attempts\timing071_f2ccb8a3533f4ab1a6dd7038a9772661,958c09854df9d44ab8006329f2b1c86569715fe639939ebeef68f3279a335172,True,True,True,True,a8179b8f65e0d6f878eab4ff80cc75a8010cc0ba733a7861583f501ac11af66c,b8954e31bad4269b5672f69904cb971a50e1cc34a933069110ccc5585ee0efc2,validated
hurricane:EP111954__EP021984:a0.5|Independent continuous|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\72\attempts\timing072_6b319c75c2c34bfea9b0dde9cad5b754,88fa67a549cbb367b7bf638d8d5e98ccf3a688821635bb40a7cfe81e65775e6c,True,True,True,True,057da7bf5d52542fca124d2db5c98d22fbdc16a30c248fbc88e4217b575d77d4,1586c67e2c0d833b6f4587b2ded20361ce8c88c48539ea728357f720fe33e349,validated
hurricane:AL072006__AL011900:a0.5|Independent discrete|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\73\attempts\timing073_105498b722554d44920498117b37a8c6,2a39eea89a0acdde628745ffd82f10a2c3b558eb254da7e9511747301a1ac47f,True,True,True,True,9ae705218870a33c99f2d0e6a23326d95a5d6452bad99e3b9d358bb9c232646b,b7f92f1630bf70f8ce28f9b9a4308b391ee9fd60da79cc66a2e8deed7cf6b92c,validated
hurricane:AL072006__AL011900:a0.5|CPS-2F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\74\attempts\timing074_97d1a9346b4f4e0b9bd52194e83d1ff7,5a9d4de6818a8f2a6901caefb4c5baccc3bff76e24cfbbd8beae233aa55e3116,True,True,True,,,,transition_budget_limit
hurricane:AL072006__AL011900:a0.5|CPS-3F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\75\attempts\timing075_3694663095704e74a595e0788d4f26b1,ffda9234af9654cd3ea7bc64e1fe533b9b1546da9192518b83ed2019041415fa,True,True,True,True,a7c1f1435610aa0e3c9e551b13fa1288312fd2a3afe9c1ac4312999a4480d3b1,394142dd8a206acf75c5667ab5e8299c936523bc23535dbd97c4b44d2ad97113,validated
hurricane:AL072006__AL011900:a0.5|Independent continuous|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\76\attempts\timing076_2106ac66808e4924bbfc7ab48e6e4bc7,9bb75d4a0d058756aebd71a6e1cbc8731d513c9f38ebe196818f0d3962109307,True,True,True,True,65313f8c7471aa862fa7fe6d2d33526afb3d22a5f1f898d38ac36c8c4a42e3a2,ff1ad7b5530be6f0c5ef7c765413bdd75d3bae3c96bb49d3231e2f7d21555e3f,validated
hurricane:EP012014__EP212006:a0.5|Independent discrete|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\77\attempts\timing077_319189dc13d04b5bb066f349b58a0cbc,99605a313fba3f0453155399cbe7a29187c204abc5496a6baffcf345025c606e,True,True,True,True,6913daf39fec359a18f04bc90478bba8f16c627f8d3421105c38fc9439abbe75,7e53b9e07bc269045d7864d3824d3418b179adf25527676aaffc473b9ffcf7b9,validated
hurricane:EP012014__EP212006:a0.5|CPS-2F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\78\attempts\timing078_c229e78196d9489283e8c89549d63081,229639f8bba9436e7974f504a4e5c18a18426057d87951ac66fcc6ad6b02370a,True,True,True,True,190acb80697766e1e43c596036f41c774940ba820c2c6c8df05fd4d708386fe9,e1d8346181fa720740417e37249bcf29a9d0180c9e7b0fe6a03cb37e9d6aee2f,validated
hurricane:EP012014__EP212006:a0.5|CPS-3F|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\79\attempts\timing079_a3c4fcf86e9544a18b90f97efc92f060,82072d0bd5f610d8d8cb97a69901c4bd616710c09940d7a6678deb3c176a7238,True,True,True,True,1dd683945ab7e7e74f208d7e5d9e6c5a621c84f985145fb4d81e10888ff26ac7,7c8e9bd7a7c09f57914aae9a0776c55c98bf06c4c0e12369c1f77427cd012df6,validated
hurricane:EP012014__EP212006:a0.5|Independent continuous|repetition2,output\paper_v1\expanded_comparison\timing_study\slots\80\attempts\timing080_5745ed0d6a704cc0aef80381d109e632,7a4b0286b428e67e054f7a944e7ea2a230a4659481c2dc1dc345722400841b25,True,True,True,True,b6065f2bdb4965f019e0ab2cd44ee0e8a96c92734eaf935792b8ff6e3301b447,36675b0b027a049bf568beacb41cd4270a4e802a9469ca4bdba68b937655ee8c,validated
hurricane:AL031854__AL011991:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\81\attempts\timing081_b7e564b364004fabb2a3552cbcffb5f7,8cebc225265b3d6549bb227424c43904f8f50e93a09a9d56189d06384758ecd5,True,True,True,True,221221724b592997082895e7ca8a20197c3137c09428373728a8fe08557b3391,da576d1acf5af59d55e4b86eb060b7b7f9c91e5cda6c2b46c88573d40199d84d,validated
hurricane:AL031854__AL011991:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\82\attempts\timing082_ed13f44e02264e70b16e4a0d3cd2936d,59b81a82548229576318e5d00c9d40136244a8504bac1424cee49bae6e63840a,True,True,True,True,56975f8cab9828045dee427ddaf2ffa341b4520992f06d5a4b3837cd4dee5605,fd15f7208c18d89a74e6faaf7a4feea5b66d118d57766b3007b1997d332c4607,validated
hurricane:AL031854__AL011991:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\83\attempts\timing083_d84a638aceb1487ab978b20fbe0bef43,42630b4e77761585992ba11fa770541bb34dd1dbf0c235f7032044ce22d77b8f,True,True,True,True,d69c2c3ba84d1291d69c8be43fc93f9b77e448f99583f2024295d86a457e250a,1c5bf2d74c8ae00570fe4d55d2f0b422c27b0bf71c69d9d9fdc5f4a9a2d51e8f,validated
hurricane:AL031854__AL011991:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\84\attempts\timing084_80703ecc324f4211bff59a6ec8b5d54c,d0cd8f468c553d5445d4bdc7898da3b3367f6d283c973b783bf7e05c4310541d,True,True,True,True,b47de9eb63ad99773a87f8f272ace70c52e8a1a51fa60344586eda4afa1fa728,3a24411be12e603fe4ba8fb1f54833a72b103402815fee71f3a22752dca1a130,validated
hurricane:EP021949__EP031949:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\85\attempts\timing085_0386a812673f4e6bb740b94ff58740d4,e7f9822ec90e90856244535207440494628a72c6df5846e16eb3ac9b26da8c14,True,True,True,True,53265b61a5b0777ea5c2615377cc37336e3c94189c149861e393c3d1735db517,d1a56a3c7b2be60bf809cdec6cec6b99f2b74326a0e4e6fc014f5f221368d008,validated
hurricane:EP021949__EP031949:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\86\attempts\timing086_37650c94f3cb46fbbcf8cb191f844d34,bfe7ff12584250796b1e4677abf34cf28c7519e4fb61375ead7e9aef20f0f668,True,True,True,True,b8ac7de2d238ebae1f269a735dbfdfdd53fcdd35a12015fd3c4d2bde911ed1ed,4e4f7c1b27429ac56f1c77a602957e80da0a3dc61484e5dc1f4c80ad8c17f70c,validated
hurricane:EP021949__EP031949:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\87\attempts\timing087_30db0f4fd2154870ad84f7df21d61a1d,4ed3b4d5e26d918cff5e5e8af2d26c28ccffa730d0f6352ad5d0f06af667ff79,True,True,True,True,e8e7f8c5ece928b54e2048dfb95cec73ea13a6a93a6d2f01c2b0b0c3d9483425,537bd7b37ac4e1b8846c5e255a4f7a0c801e785115f717e4e3db4670ebc9d918,validated
hurricane:EP021949__EP031949:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\88\attempts\timing088_469bd66de5e54646bbe69f6a857aa395,242f621df27ff5e3ed753a2425daae8649eb6ab3fb71671ebfa7a66403ca5e71,True,True,True,True,74ee6a2bbf08b78015292e53b17c4244c16b9c89d7d6f1f8c8823f92b16d6f2c,05ab50bd52c08c63e3527c105ec18011cf6c67eacb9d7149bdc7b03086dd37cb,validated
protein:1o7j.a__1d9q.d:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\89\attempts\timing089_76513a8a806a437eba938b48534deb91,e3e17434b296a3ac2cd989dadd6caa1338b758df0b7ee82ed7759d8075aecb53,True,True,True,True,c30957a4cc2bb0fae36e31e6c265a1eaa865381cf8775bd6021d7b052188c236,4ebcbebd15aba64165ea5b6e32d9575e8eedd0d7782d26f0d5d3526e191ccca0,validated
protein:1o7j.a__1d9q.d:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\90\attempts\timing090_3ea503329f7f4480bb4e1d89547c569d,c4d29558a7a49170504ee56b8e4015050de4c8f4118f7ae03df68c3d639a4d9f,True,True,True,True,a06625a9618b7df01bc635453d9bf34420510d03cc40f6088fa1206c8de24d3c,6117d4e316f6f94abbbada19eda80d15d23b8ea859075cfc75a635878868f93f,validated
protein:1o7j.a__1d9q.d:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\91\attempts\timing091_1355b8224b81406a85aaae8e366b4125,e985aacee26e4ee248a7466fc3ea4959053de67d0aaa5cdbb6ee7f15ea047a3a,True,True,True,True,440c998ab85487d3d8caff9adef4c84d355224507104865e0de1884a148eba35,358bd32e498930b49cfc44bd0e914894a31ebef5e0d06daec8f63360a0213eb9,validated
protein:1o7j.a__1d9q.d:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\92\attempts\timing092_5cb6f49df714490398d7382f6dd28c7c,48132b5120c49465c8c7183508b70b769f09a055d30256e1e1c056d1d8171c7d,True,True,True,True,2f86beb94e6eb19e701bbd23441ae8b87441b1b71083e8b754a6b68afd7a04f6,728913edab6f35731efbd3a5a49bf7747981358ca209c965f1f5c8d2c18019da,validated
protein:1o7j.a__1hfj.c:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\93\attempts\timing093_fdad05574a6c41eaa261fad0b52f606e,41fcad2b48620a1dd061155fefc1a7a8efae19c8b4494f74246faa282e8396d0,True,True,True,True,d225d78c69649cbdf7f36bd21ca3b374a09661d7800e9373fd523bb24259f1bc,796b668558a5641fce1d2cb34029e32511e8e5792b0279c2fc1df53aecc54dff,validated
protein:1o7j.a__1hfj.c:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\94\attempts\timing094_c5a95295fe1a4cbb81eca1edf346e2cf,a42dd5f5097c0d150cd720b29bd856df95c85c3614c5103d2d1098c63d5e3f7a,True,True,True,True,093d5c25235b98267ea83833b799baf27757f056883255610ab2bb1ce608f56e,cf8c4ca721cf99052f8e7ad5942f2c7b965e2b6b09b516c1d83b4eb96369b8c9,validated
protein:1o7j.a__1hfj.c:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\95\attempts\timing095_32eb9d2072db499483fd8e9c6600884d,b720478853e537a14293735f05c5c68d3f8631eac638c70d5a12e35700ae7317,True,True,True,True,78a2c564c7a59c87382d19b4e850b217757b79f819853b329c6f686cb3f7afb8,10cd62eceb7b18a0d385fd08dcbc10637ca03e75a41af31e8c110d49897b5980,validated
protein:1o7j.a__1hfj.c:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\96\attempts\timing096_529116392c4044aa85ccb3f56d044273,1215aee3f1bb168800e64c4e5ba7296a01b993b61cabe60c12a4063bae966720,True,True,True,True,ab163c5a99942b9eecc670f0e2098558b7da7a370d8209a4a6664e11221528cf,ae5a1aee59f85def1a4b891643956bac602e0015f274348410262db402fb3857,validated
protein:1o7j.a__1qd1.b:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\97\attempts\timing097_2338dc81f7a44789bca355c1c4c3fa43,6c62dcae4c313a4ba80f6df53917aff1466a07cf2be9a6cb7c24d23e56a1e8b1,True,True,True,True,e01d487c91c4e70c3c748c7d41d490fef937c81c98552674c4567c52f0a45171,4dc235795ae60d3327256338af09d44f9bdf887ab3920d7eb7a417ff13510a33,validated
protein:1o7j.a__1qd1.b:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\98\attempts\timing098_959af2d522334ed384d55685a5054302,0f2779d5150f31702b2b72a32f1715deda488cddd57ce7791328b051ba43d96c,True,True,True,True,e7617fb48d4b87e2c0eaa8241b75a676c717a7bbbdc2eddc1e429e9c1800205d,41ae30d86f23f60c0b6e9e00b0f115296c755dce383f4fd3d98f719ca1f9cd20,validated
protein:1o7j.a__1qd1.b:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\99\attempts\timing099_a544b91d0e1d48608622021fae04a27e,c5b28e084aafdd7898509f227045cd12c84b3bdf4d745ed14934ba2f1f59c691,True,True,True,True,0bb950b1dc359e31a0bea6b828a89149a43fa22b83363e5337853bf9254074d3,303f498afc9bb9711fabf04662b18a6e647ba3d74e4dd8467d6469a184c5443c,validated
protein:1o7j.a__1qd1.b:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\100\attempts\timing100_6b7092fbc44842679891b9c6ddd6fa68,dec32e630338bd7babb1c4ca8d9e39f1df479320c7f824a9115f5e3a27b6c16a,True,True,True,True,ac17fe5aaa390f41de2fde74e71205d3c7cf023c342bf568c4374682d17fd753,ae7c193c537b83c344fa67aebc7889d8123bba6c7679e43e2d9c3e59a34102ba,validated
protein:1o7j.a__4eca.d:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\101\attempts\timing101_447c1d676aee4ec5b24e1a5d9b84313c,43a8fcac9f981bfb7a0cc1e51c1b32bccf18a39ba4074ceeeb9299b01a052c1a,True,True,True,True,d605aab51cb3dfbd0a5d94f0c28ce91d68582c1660ccd64a415862394c216bf9,f234dd727fd5ae7f70506a92470ef3594d1e4bb35f34242da05d6f88b11e36d0,validated
protein:1o7j.a__4eca.d:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\102\attempts\timing102_05fedcd1a4074bf0977b8f1fd279c1b0,f6e2cea7858af5f4d49429f8bc3007f0f7578c737d2df4ebf1b84af69affd65c,True,True,True,True,15cfc0010b5dcb02c7c0f7dfeb4efbc7b2ae92e7019fc21c2aabd2b75d589216,ef2cbc758da0191670cbce5d1643e0389d572b8f84534ce61ab159fab2606db2,validated
protein:1o7j.a__4eca.d:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\103\attempts\timing103_afe8fefb02ee4b7db38bd4f5d37fc2a0,0b2ab60cafb71b5d20207f2f50c1abb5a8cc58f8f3875bfb9391b86d610f46bd,True,True,True,True,ce9971379a198940b2464c576a61b6e744ffab73cd900e93729fded4d4cb35db,1f1dda6c3f578dc2f8ba2142ab2d80843c258da7c83ded1cd36e35b7c60188c9,validated
protein:1o7j.a__4eca.d:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\104\attempts\timing104_e94236ccf69249ca8fc7b87ae63ec935,4687c4529bb846803d5f8e08e3a0e39403cc6e275cb5acfabce6fb65ae19e929,True,True,True,True,42174ad7ac89326bdc023f784eb56e588b1856121a30fcfc68272727c437a250,1cfeb3f8df3774281ebd0f471653f89e9b8e91a6dc8780ca16933eed27a0466b,validated
protein:1o7j.a__1toh.a:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\105\attempts\timing105_f9e92df97183407aa90375c5cff6e409,580ed82d71279186ce0d80a519644e367ab5dc95e527ea2e7b7e13593767a3f2,True,True,True,True,83e295835d1a2b2cd4e5bb94bcabb51ef6f02b6b85b69493b69502bd1d8271fd,3f308a44e0c20de419c0dbfc648c62ea5869b3467fe60f9f22b5f72c0fb38693,validated
protein:1o7j.a__1toh.a:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\106\attempts\timing106_113ecd4b2f7a428297061f12e3067fcf,f1b921a32354669708db42fd93f01c13487adccfa781dda10e151302cb632a06,True,True,True,True,5e2b77a97b0019cfb1554c47aed509dba3210add9d25a2cd22bd512712a1c387,1645eb9dfa1bae7dfe2531197c316ce525a0f96a9901dfa6ca29241742a7c33b,validated
protein:1o7j.a__1toh.a:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\107\attempts\timing107_61ef0eaf2186463d8f1930cbfa2bb494,12f33ab579209a515d4653a9526e143121775c77cad98af55306a0e07e034fe8,True,True,True,True,e2c522f0cbe0788d25128d47b5e683c62053a5f583f4662eec545689d86fe12f,e20a61947c2e052261a4cd0cfe957eaa3ee2c4c2ac72cedbc497c6fdbc447f7e,validated
protein:1o7j.a__1toh.a:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\108\attempts\timing108_cc6d624a1faf4a95a44d806a2f99659d,f6df53ab5e839b372265aacbc4360acde6ee7068b805cff91850bf0cd255e2a0,True,True,True,True,5a006782b9f6a3e8036fec7e18950ae1a884f754844d63071cbc4b69cc9e2ca1,7d2dce458b5531b61147d889e6b20d29b983ae00e25cbd95d95440206dc28131,validated
hurricane:EP111954__EP021984:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\109\attempts\timing109_119becb1f43d4a029bcfdc3c68fbb5d4,73c4b41da1baa5ad8636fd78cf4446576a867ee980c33a865b2b4f90773f51dc,True,True,True,True,115349c41433be06c251984da752052a98b2b99b29eb9be0f99928bcde2f06ba,86829d1142d5b422be148ade24cb871aa7e72c53240b262e0c098e162a7328c1,validated
hurricane:EP111954__EP021984:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\110\attempts\timing110_984ed68199f444b59f0eafff0fbe39d4,f7da579dd92ebda75309378e212d15f1e184e02290ee4e4d2eb76ecbcc39ba44,True,True,True,True,fcf757fd99b789a8b83cbaf710d41307d0122e51d2e981874008f42dd494a1eb,39046d9e575f4450ed827f85a289dc068c0e29f33d03739a7d8b9e7b9835f22f,validated
hurricane:EP111954__EP021984:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\111\attempts\timing111_9ea07e405d4a46bca0691766d9ee9453,8dc4af225821c83f3b0ea80b8166afeb8a3614751f993517b1c219dd9833523b,True,True,True,True,02be3ef64dc97164d20a368e5b2056d9dda944e823a40fb8b7c133890804c78a,dd57b5b023582bb16d36284ccf2d60e8e068ada0cf358fb92efda82fbf846db2,validated
hurricane:EP111954__EP021984:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\112\attempts\timing112_9656ba4eb6c04f658033f1d860117482,8456b537650f4eb18d1f6956fb3dd041387838b72d7d54a39db6ff120d9a77af,True,True,True,True,07724f239cc18a1ae4fc5e5aec004afa0f7ec16096d6139c3cccc44b8d69a17e,ff6470a141c50aeed320e15aa6955bd935698d4baa674837d9b60b6608dd1719,validated
hurricane:AL072006__AL011900:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\113\attempts\timing113_88160483cbac4449af0e179cf1ead407,4143e37338d6091def6e1e0907e140b1b5e5176b671f2dba52a07cef871c9622,True,True,True,,,,transition_budget_limit
hurricane:AL072006__AL011900:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\114\attempts\timing114_86b69cf2d538422b88863f33eaf02986,a05d497777a470dd019b8e61ffa0a79ce02faea075af5890853651b569cc1765,True,True,True,True,ef39c9508165889210265e1e95c1d31b4ced5a6ee16e0962613811f200760c04,03f98c334f0302757cd207249cb6b4b900b21668211c97f004cba5cc47f8db38,validated
hurricane:AL072006__AL011900:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\115\attempts\timing115_a637dbd765394a5a91dc015dfa8a00c2,20573b5867ab43d4ed17f6b112fbd9fafd0e609c887e3e8d34462268fbda7ae4,True,True,True,True,7d15636b2fee05722e50c6c92bd90314fa6344d8f3f272391fa270609c931f1e,ec8e060162884e1a40e53cd344851464b3bd29590677befb7dbf62bf4d8f460f,validated
hurricane:AL072006__AL011900:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\116\attempts\timing116_35cab4658e804cd387f4a144553854ca,8d244a1c9c64526910953fdcdb6725dd0b4805376c92a05c98cc5e29d21fe4e2,True,True,True,True,513c1b31f11d227d2fc97fdcc5481cfb4749af9526e72eb1e2aae1406ee974fa,e652797657b38ee40d198488f2cfbb4348e45a7b4f4dc5676682a448027a577b,validated
hurricane:EP012014__EP212006:a0.5|CPS-2F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\117\attempts\timing117_83787c979fc04044ae202002a033b088,ab91f346e6ba71c4cb30de59e3c0b7e8343b4dd4f2219e008cc8174c3061a59a,True,True,True,True,34a1cad939af5c7a6e368ed3e2c7e8c79d5b04e6ec2b084e46fe40d77b896f79,47a037b645657529a00d2079e79ad54ed978dc5a0cd65a3ed711ee12265203c9,validated
hurricane:EP012014__EP212006:a0.5|CPS-3F|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\118\attempts\timing118_f07a17d4b7c54689b71ce34171a63bde,dddc3ddc97ccb45935898a47b546af4f56cec4c5c042b1f244a8aa06900dda91,True,True,True,True,5f928288aeb44e88c5e6156d85632435346e9cc05cb2cf5b2664104cfb410239,6de72792cae617183dd48da6c323b3293aba28ae3f6be2381cd6cbd5001c742b,validated
hurricane:EP012014__EP212006:a0.5|Independent continuous|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\119\attempts\timing119_de1ff1076acc4f588db81a46c00f317c,a7322053a56af69de8f03a936e0bb10dd534b390a6bf6a7eaeae1af98008052b,True,True,True,True,121a9d37e99bea9d3bf7bb3ccc036975266f4a4817a37f04068f371756af3652,783325e96c6412f6e03d38d57825b629fe6821b0470a4da3d3ba6fe8f5c51400,validated
hurricane:EP012014__EP212006:a0.5|Independent discrete|repetition3,output\paper_v1\expanded_comparison\timing_study\slots\120\attempts\timing120_50e17e34fc99406db596d6fe696cdf90,2889e7ee5e22967b2ce28f6493a81cae885cb9234cc33e3a919d42ba66a1a90f,True,True,True,True,fdf6e566b2a35ad33b97ecaef69ecc4551331aa3b76ac15ff392a069c5c590e8,9780e5f54b7a9df89500c02547eb13db6ea0408183dcea7112c160ad5f046c60,validated
